userId,anonymousId,messageId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,button_name,url,sponsored_listing,business_id,name,category,path,referrer,search,title,category_properties,name_properties,userAgentData.brands,userAgentData.mobile,userAgentData.platform,location,traits,search_text,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,email,input_value,input_num,input_name,event_type
,f3f9e972-6f30-4ca1-8b04-f87cfa278333,ajs-next-1758503802836-c6621ae7-8db7-4738-b79e-e7662f803b10,2025-09-22 01:16:42.836000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/140.0.7339.122 Mobile/15E148 Safari/604.1",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,more_info,,true,1750436264420x989591292213482400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,button_click
,f3f9e972-6f30-4ca1-8b04-f87cfa278333,ajs-next-1758503794367-68783271-c662-4ae7-8db7-d738f79ee766,2025-09-22 01:16:34.367000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/140.0.7339.122 Mobile/15E148 Safari/604.1",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,index,index,,,,,,,,,,,,,,,,,,,,,,page
,f3f9e972-6f30-4ca1-8b04-f87cfa278333,ajs-next-1758503829062-0dc62d54-0d1c-4c4c-bcff-800e379d471f,2025-09-22 01:17:09.062000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/140.0.7339.122 Mobile/15E148 Safari/604.1",/business_profile/wild-goose-1750436264420x989591292213482400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/wild-goose-1750436264420x989591292213482400,visit_website,,,1750436264420x989591292213482400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,button_click
,f3f9e972-6f30-4ca1-8b04-f87cfa278333,ajs-next-1758503803525-bace0dc6-2d54-4d1c-ac4c-bcff800e379d,2025-09-22 01:16:43.525000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/140.0.7339.122 Mobile/15E148 Safari/604.1",/business_profile/wild-goose-1750436264420x989591292213482400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/wild-goose-1750436264420x989591292213482400,,https://coloradocatholicbusinessdirectory.com/business_profile/wild-goose-1750436264420x989591292213482400,,1750436264420x989591292213482400,business_profile,profile,/business_profile/wild-goose-1750436264420x989591292213482400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
,f3f9e972-6f30-4ca1-8b04-f87cfa278333,ajs-next-1758503790435-2e4082f1-e5cd-459c-9752-f91fd53f06ff,2025-09-22 01:16:30.435000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/140.0.7339.122 Mobile/15E148 Safari/604.1",/business_profile/roof-technologies-llc-1744579851707x640487742075829500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,1744579851707x640487742075829500,business_profile,profile,/business_profile/roof-technologies-llc-1744579851707x640487742075829500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
,f3f9e972-6f30-4ca1-8b04-f87cfa278333,ajs-next-1758503794825-3271c662-1ae7-4db7-9738-f79ee7662f80,2025-09-22 01:16:34.825000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/140.0.7339.122 Mobile/15E148 Safari/604.1",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,true,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impression
,f3f9e972-6f30-4ca1-8b04-f87cfa278333,ajs-next-1758504402161-797debd7-2ed0-4ec9-ac66-ae68d01fbc57,2025-09-22 01:26:42.161000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/140.0.7339.122 Mobile/15E148 Safari/604.1",/business_profile/wild-goose-1750436264420x989591292213482400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/wild-goose-1750436264420x989591292213482400,,https://coloradocatholicbusinessdirectory.com/business_profile/wild-goose-1750436264420x989591292213482400,,1750436264420x989591292213482400,business_profile,profile,/business_profile/wild-goose-1750436264420x989591292213482400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
,43ac0219-2b7d-474a-bbfc-c0f98e418909,ajs-next-1758557125028-2b7dc74a-fbfc-40f9-8e41-89093e6ef0b1,2025-09-22 16:05:25.028000+00:00,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/138.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,true,"1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960",,,,,,,,,"[{'brand': 'Not)A;Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '138'}]",False,Linux,,,,,,,,,,,,,,,,,,,impression
,43ac0219-2b7d-474a-bbfc-c0f98e418909,ajs-next-1758557124642-2743ac02-192b-4dc7-8afb-fcc0f98e4189,2025-09-22 16:05:24.642000+00:00,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/138.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,,,Colorado Catholic Business Directory,index,index,"[{'brand': 'Not)A;Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '138'}]",False,Linux,,,,,,,,,,,,,,,,,,,page
,43ac0219-2b7d-474a-bbfc-c0f98e418909,ajs-next-1758557124730-02192b7d-c74a-4bfc-80f9-8e4189093e6e,2025-09-22 16:05:24.730000+00:00,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/138.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,true,"1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960",,,,,,,,,"[{'brand': 'Not)A;Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '138'}]",False,Linux,,,,,,,,,,,,,,,,,,,impression
,3e5e44a5-f8b2-4bd3-af00-b15eb5e28150,ajs-next-1758561267437-75b488ae-c60a-435b-80f4-9af541ec971f,2025-09-22 17:14:27.437000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Doctor%20&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Doctor%20&category=Health%20%26%20Wellness,,,true,,,,,,,,,,,,,main_list,,,,,,,,,,,,,,,,,,impression
,3e5e44a5-f8b2-4bd3-af00-b15eb5e28150,ajs-next-1758561220268-75eefb2d-e4c4-4317-b974-3747a64c538d,2025-09-22 17:13:40.268000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,,https://coloradocatholicbusinessdirectory.com/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,,1743549178851x847080663521240200,business_profile,profile,/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,,,| Colorado Catholic Business Directory,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
1758312173588x895819358343598700,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,ajs-next-1758562924941-90701168-ff43-4ae9-bdcb-8796adabc2bf,2025-09-22 17:42:04.941000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",/business_profile/bankers-life-,https://coloradocatholicbusinessdirectory.com/,,Bankers Life | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/bankers-life-,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '140'}]",False,Windows,,"{'business_id': '1758312173588x895819358343598700', 'email': 'cecilia.jennings@bankerslife.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,identify
,3e5e44a5-f8b2-4bd3-af00-b15eb5e28150,ajs-next-1758561267749-88aec60a-c35b-40f4-9af5-41ec971f5437,2025-09-22 17:14:27.749000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Doctor%20&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Doctor%20&category=Health%20%26%20Wellness,,,false,1749057953945x756346430245684600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impression
,3e5e44a5-f8b2-4bd3-af00-b15eb5e28150,ajs-next-1758561231318-efc0bdbd-94b1-4541-8d96-eb384f3b5c21,2025-09-22 17:13:51.318000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,index,index,,,,,,,,,,,,,,,,,,,,,,page
1758312173588x895819358343598700,0f1faa34-7684-4a53-8933-0a6fcb3e7a33,ajs-next-1758562909319-e60ebc91-bf78-4087-b952-2a9cd226be7d,2025-09-22 17:41:49.319000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '140'}, {'brand': 'Not=A?Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '140'}]",False,Windows,,"{'business_id': '1758312173588x895819358343598700', 'email': 'cecilia.jennings@bankerslife.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,identify
,3e5e44a5-f8b2-4bd3-af00-b15eb5e28150,ajs-next-1758561332393-86251aa7-1fca-40f5-8992-09d86d1e9265,2025-09-22 17:15:32.393000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/business_profile/homestead-direct-primary-care-1749057953945x756346430245684600,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/homestead-direct-primary-care-1749057953945x756346430245684600,visit_website,,,1749057953945x756346430245684600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,button_click
,3e5e44a5-f8b2-4bd3-af00-b15eb5e28150,ajs-next-1758561285133-c60ac35b-c0f4-4af5-81ec-971f54373f69,2025-09-22 17:14:45.133000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Doctor%20&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Doctor%20&category=Health%20%26%20Wellness,profile_arrow,,false,1749057953945x756346430245684600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,button_click
,3e5e44a5-f8b2-4bd3-af00-b15eb5e28150,ajs-next-1758561230388-fb2de4c4-4317-4974-b747-a64c538da9e5,2025-09-22 17:13:50.388000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,logo,,,,,,,,,,,,,,,navbar,,,,,,,,,,,,,,,,,,button_click
