originalTimestamp,category,messageId,anonymousId,name,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,button_name,location,userAgentData.brands,userAgentData.mobile,userAgentData.platform,search_text,traits,email,input_value,input_num,input_name,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,event_type
2025-08-18 12:22:58.378000+00:00,about_us,ajs-next-1755519778378-f329f18d-7623-4203-897f-3d0eedccc4d6,a1b05809-71de-47ff-9b5b-73a1c6ba1524,about_us,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/about_us/1755494544211x110066895993911730,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1755494544211x110066895993911730,/about_us/1755494544211x110066895993911730,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1755494544211x110066895993911730,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,,,,page
2025-08-18 14:56:19.195000+00:00,about_us,ajs-next-1755528979195-14cd9a32-43f8-4535-9beb-25768e04d374,a1b05809-71de-47ff-9b5b-73a1c6ba1524,about_us,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/about_us/1755494544211x110066895993911730,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1755494544211x110066895993911730,/about_us/1755494544211x110066895993911730,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1755494544211x110066895993911730,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,,,,page
2025-08-18 15:20:17.037000+00:00,,ajs-next-1755530417037-facc071a-b1e3-4f65-9746-baa58eb96f69,4afaca51-6fac-4730-9069-ac8f92734313,,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,search
2025-08-18 15:20:15.135000+00:00,,ajs-next-1755530415135-67418e49-b912-4acc-871a-b1e33f651746,4afaca51-6fac-4730-9069-ac8f92734313,,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,"1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200",true,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,impression
2025-08-18 15:20:16.732000+00:00,,ajs-next-1755530416732-b912facc-071a-41e3-bf65-1746baa58eb9,4afaca51-6fac-4730-9069-ac8f92734313,,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,search,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,button_click
2025-08-18 15:20:14.682000+00:00,index,ajs-next-1755530414682-8e7d6741-8e49-4912-bacc-071ab1e33f65,4afaca51-6fac-4730-9069-ac8f92734313,index,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,page
2025-08-18 15:20:18.767000+00:00,,ajs-next-1755530418767-d86dfb8f-e942-44a6-8cbc-0d8cf76fe158,4afaca51-6fac-4730-9069-ac8f92734313,,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,,,,,true,,sidebar,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,impression
2025-08-18 15:20:19.071000+00:00,,ajs-next-1755530419071-fb8fe942-34a6-4cbc-8d8c-f76fe158ee93,4afaca51-6fac-4730-9069-ac8f92734313,,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,,,,1753982403438x535213824960417500,true,,main_list,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,impression
2025-08-18 15:20:18.466000+00:00,,ajs-next-1755530418466-d0b675fb-d86d-4b8f-a942-34a6ccbc0d8c,4afaca51-6fac-4730-9069-ac8f92734313,,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,"{'email': 'michael@versolalto.biz', 'is_logged_in': True}",,,,,,,,,,,,,,,,identify
2025-08-18 15:20:19.377000+00:00,,ajs-next-1755530419377-e94234a6-ccbc-4d8c-b76f-e158ee93bf71,4afaca51-6fac-4730-9069-ac8f92734313,,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,,,,"1744157592334x292550965261606100, 1751224250248x539537516841198200, 1746765568691x979794717919274100, 1749580724532x760028975589297300, 1745273541628x945470626229355500, 1754084205128x675147807630683600, 1747827548541x313848517899538500, 1744579851707x640487742075829500, 1752687366861x422755081931784260, 1747183179554x540122160625888100, 1744134674881x127285411168640110, 1750784475796x702583457937545900, 1754949567759x639105313824555300, 1746635677548x343522492232585660, 1744760380914x558772773612561600, 1753985929691x853149258569598100, 1744397288473x909294892772270800, 1751749348389x952656707958261400, 1747165674437x491901038958021200, 1743547361284x291138005899707260, 1750783679107x801419812763124500, 1749057953945x756346430245684600, 1744751205492x235134337285239230, 1753911193017x504194995643152640, 1747420152884x437771544876149700, 1744335958024x226211831616957250, 1746938798847x931997689495082400, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1754624056001x759184470890143000, 1746467711533x453074785848415400, 1748581534531x956271769254002200, 1744743906400x631087870982087000, 1747398900475x598159844147748100, 1744282156200x727555159743162000, 1751402056748x637551618886434600, 1749742920378x965836759111504900, 1745597587022x519433479989605000, 1754505203290x671062062407191900, 1748365021326x105262688542451250, 1744737250347x219277345743008400, 1753374338412x209529915103450200, 1747216018889x770977089491677400, 1744175271939x575064790204550460, 1751319669665x621437589169731200, 1746827109704x963221719337950200, 1745528732739x896561533370513300, 1747848709032x210920410073364830, 1744643921578x315333816253624100, 1752717497153x537286585580736960, 1747184079669x994211808429350800, 1750785338983x949958887494882000, 1755271286521x378031808974615550, 1749173974503x736079030141835600, 1744907031541x119079844893356540, 1754081360962x724252535884739300, 1744398484109x785674167096991400, 1752182630575x854371423894944000, 1747170561218x640297169073643000, 1750784029587x963255839088365200, 1754941249648x796792188496967000, 1746631267951x741803061642879500, 1749068120323x412920063824988600, 1753982403438x535213824960417500, 1747594874125x270237571814453630, 1744391553368x301043576290850300, 1751744301621x758526182685981300, 1747163465846x476237095610093000, 1743549178851x847080663521240200, 1750783674403x491887953737125700, 1754927931120x470668069008822300, 1746548006831x128230088489826860, 1744748222708x779656090283929300, 1753909381745x872991521395046100, 1747415704843x665338483592092500, 1744319857648x144922844539837200, 1751425811600x127124815802215140, 1746855895334x711816173120128000, 1750423781412x480534435350699700, 1748389292320x918627677903932400, 1744740154739x566945822952470660, 1753465897836x101289632151690960, 1747221865162x703532834449508000, 1744260813114x505427712482621440, 1746843461447x686795565273950000, 1745533127765x291393362647413700, 1747864432460x772931238395911000, 1744736810207x919925185055488400, 1753135741395x558904608479141570, 1747185390251x665604546429507900",false,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,impression
2025-08-18 15:20:15.136000+00:00,,ajs-next-1755530415136-8e49b912-facc-471a-b1e3-3f651746baa5,4afaca51-6fac-4730-9069-ac8f92734313,,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,"1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200",true,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,impression
2025-08-18 15:20:18.466000+00:00,search,ajs-next-1755530418466-75fbd86d-fb8f-4942-b4a6-ccbc0d8cf76f,4afaca51-6fac-4730-9069-ac8f92734313,search,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,search,search,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,page
2025-08-18 15:20:14.680000+00:00,,ajs-next-1755530414680-dafd8e7d-6741-4e49-b912-facc071ab1e3,4afaca51-6fac-4730-9069-ac8f92734313,,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,"{'email': 'michael@versolalto.biz', 'is_logged_in': True}",,,,,,,,,,,,,,,,identify
2025-08-18 16:04:24.901000+00:00,index,ajs-next-1755533064901-b954542f-dc8d-46b0-b2b3-0b0b00c569c1,54542fdc-8d86-40b2-b30b-0b00c569c183,index,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,page
2025-08-18 16:04:25.202000+00:00,,ajs-next-1755533065202-8d86b0b2-b30b-4b00-8569-c1838e7c423e,54542fdc-8d86-40b2-b30b-0b00c569c183,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,"1753374338412x209529915103450200, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400",true,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,impression
2025-08-18 16:04:25.062000+00:00,,ajs-next-1755533065062-2fdc8d86-b0b2-430b-8b00-c569c1838e7c,54542fdc-8d86-40b2-b30b-0b00c569c183,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,"1753374338412x209529915103450200, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400",true,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,impression
2025-08-18 16:24:23.900000+00:00,,ajs-next-1755534263900-c10c4f2e-a94b-4c5e-bd8d-2c1b9e455132,54542fdc-8d86-40b2-b30b-0b00c569c183,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,"1753374338412x209529915103450200, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400",true,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,impression
2025-08-18 16:24:23.232000+00:00,index,ajs-next-1755534263232-79a8c10c-4f2e-494b-9c5e-7d8d2c1b9e45,54542fdc-8d86-40b2-b30b-0b00c569c183,index,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,page
2025-08-18 17:06:32.369000+00:00,,ajs-next-1755536792369-3814f8b4-759b-4595-b95c-5e57b481ffac,54542fdc-8d86-40b2-b30b-0b00c569c183,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,,Login,https://coloradocatholicbusinessdirectory.com/start,,,,,,,,,,sign_up,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,david@metalarcdenver.com,,,,,,,,,,,,,,,button_click
2025-08-18 17:35:21+00:00,Home Services,ajs-next-1755538521000-4a2e176a-0bff-42e9-8644-d56e602da966,54542fdc-8d86-40b2-b30b-0b00c569c183,,1755533063776x956164571796881400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,search
2025-08-18 17:08:18.321000+00:00,,ajs-next-1755536898321-6c12e764-d51a-4cca-be06-fefbedb9cc0d,54542fdc-8d86-40b2-b30b-0b00c569c183,,1755533063776x956164571796881400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,1755533063776x956164571796881400,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,"2701 W Oxford Ave #2, Englewood, CO 80110, USA",3,address,,,,,,,,,,,,input_changed
2025-08-18 17:31:30.699000+00:00,,ajs-next-1755538290699-0ab85d16-99b8-44ee-89db-6c68e54ee945,54542fdc-8d86-40b2-b30b-0b00c569c183,,1755533063776x956164571796881400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,1755533063776x956164571796881400,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,"MetalArc, LLC is a family-owned welding and fabrication company based in Englewood, Colorado. We specialize in architectural metalwork in a broad spectrum of materials, including custom railings, stairs, and canopies. Ehether for commercial or residential projects, we offer a wide range of design, fabrication, and welding services. With four generations of metalworking heritage, we combine craftsmanship, innovation, and integrity to deliver work that is built to last. Whether it’s a one-of-a-kind design or a practical repair, everything we do is client specific and custom as our mission is to serve our clients with excellence, bringing strength and beauty to every project. 
MetalArc, LLC is a family-owned welding and fabrication company based in Englewood, Colorado. We specialize in architectural metalwork using a broad spectrum of materials, including custom railings, stairs, and canopies. We offer a wide range of design, fabrication, and welding services for both commercial and residential projects. With four generations of metalworking heritage, we combine craftsmanship, innovation, and integrity to deliver durable work. Whether it's a unique design or a practical repair, we provide client-specific, custom solutions, as our mission is to serve our clients with excellence, bringing strength and beauty to every project.",11,description,,,,,,,,,,,,input_changed
2025-08-18 17:33:48.129000+00:00,,ajs-next-1755538428129-291078dd-0474-4d11-a884-864fe01f8d67,54542fdc-8d86-40b2-b30b-0b00c569c183,,1755533063776x956164571796881400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,"{'business_id': '1755533063776x956164571796881400', 'email': 'david@metalarcdenver.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,identify
2025-08-18 17:06:33.749000+00:00,,ajs-next-1755536793749-f8b4759b-b595-495c-9e57-b481ffac5522,54542fdc-8d86-40b2-b30b-0b00c569c183,,1755533063776x956164571796881400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,,Login,https://coloradocatholicbusinessdirectory.com/start,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,"{'business_id': '1755533063776x956164571796881400', 'email': 'david@metalarcdenver.com'}",,,,,,,,,,,,,,,,identify
2025-08-18 17:06:35.293000+00:00,,ajs-next-1755536795293-730ad780-6c2b-4c12-a764-d51a4cca3e06,54542fdc-8d86-40b2-b30b-0b00c569c183,,1755533063776x956164571796881400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,"{'business_id': '1755533063776x956164571796881400', 'email': 'david@metalarcdenver.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,identify
2025-08-18 17:08:39.450000+00:00,,ajs-next-1755536919450-4cca3e06-fefb-4db9-8c0d-c8b80ab85d16,54542fdc-8d86-40b2-b30b-0b00c569c183,,1755533063776x956164571796881400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,1755533063776x956164571796881400,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,Our Lady of Lourdes - Denver,7,parish,,,,,,,,,,,,input_changed
2025-08-18 17:36:17.398000+00:00,search,ajs-next-1755538577398-a753c1c7-bf9d-49da-bdb7-7af051dfdf31,54542fdc-8d86-40b2-b30b-0b00c569c183,search,1755533063776x956164571796881400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,page
2025-08-18 17:36:18.012000+00:00,,ajs-next-1755538578012-bf9d29da-fdb7-4af0-91df-df313daeb184,54542fdc-8d86-40b2-b30b-0b00c569c183,,1755533063776x956164571796881400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,1744335958024x226211831616957250,true,,main_list,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,impression
2025-08-18 17:08:00.734000+00:00,,ajs-next-1755536880734-6c2b6c12-e764-451a-8cca-3e06fefbedb9,54542fdc-8d86-40b2-b30b-0b00c569c183,,1755533063776x956164571796881400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,1755533063776x956164571796881400,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,2,logo,,,,,,,,,,,,input_changed
2025-08-18 17:06:22.818000+00:00,,ajs-next-1755536782818-4f2ea94b-5c5e-4d8d-ac1b-9e455132f350,54542fdc-8d86-40b2-b30b-0b00c569c183,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,list_your_business,main_page,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,,,,,,,,button_click
2025-08-18 17:09:03.733000+00:00,,ajs-next-1755536943733-fefbedb9-cc0d-48b8-8ab8-5d1699b8d4ee,54542fdc-8d86-40b2-b30b-0b00c569c183,,1755533063776x956164571796881400,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,1755533063776x956164571796881400,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,Metalworking and Welding,9,sub_category,,,,,,,,,,,,input_changed
