anonymousId,userId,category,messageId,name,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,path,referrer,search,title,url,business_id,category_properties,name_properties,userAgentData.brands,userAgentData.mobile,userAgentData.platform,sponsored_listing,location,button_name,search_text,city,parish,traits,properties,email,event_type
efcbd1cd-cc2d-496a-b35d-9a13cfc1b096,,index,ajs-next-1770852155543-95efcbd1-cdcc-4dd9-aab3-5d9a13cfc1b0,index,2026-02-11 23:22:35.543000+00:00,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,,,,,,,,,,page
f05fdddd-8e6c-4a88-be7c-8dc06f6abe62,,,ajs-next-1770849746683-8e6cba88-3e7c-4dc0-af6a-be6202b9dda9,,2026-02-11 22:42:26.683000+00:00,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.7339.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1744335958024x226211831616957250, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1743547621069x279645472884266780, 1743549178851x847080663521240200, 1752717497153x537286585580736960, 1753982403438x535213824960417500",,,"[{'brand': 'Chromium', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}]",False,Windows,true,,,,,,,,,impression
75254073-cfe6-4256-9e14-8fd3657e7bb2,1753985929691x853149258569598100,start,ajs-next-1770849786231-f10bf408-8db8-4b51-8c8c-b806c8e40813,start,2026-02-11 22:43:06.231000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,,start,start,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,,,,,,,,page
75254073-cfe6-4256-9e14-8fd3657e7bb2,1753985929691x853149258569598100,profile,ajs-next-1770849771065-8b8c8bc6-9f30-409a-919c-ad383a4da31e,business_profile,2026-02-11 22:42:51.065000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/business_profile/the-catholic-foundation-of-northern-colorado-1753985929691x853149258569598100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/the-catholic-foundation-of-northern-colorado-1753985929691x853149258569598100,/business_profile/the-catholic-foundation-of-northern-colorado-1753985929691x853149258569598100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/the-catholic-foundation-of-northern-colorado-1753985929691x853149258569598100,1753985929691x853149258569598100,profile,business_profile,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,,,,,,,,page
75254073-cfe6-4256-9e14-8fd3657e7bb2,1753985929691x853149258569598100,,ajs-next-1770849730229-63aec6b0-55d2-40de-b58e-e6318b07b2b0,,2026-02-11 22:42:10.229000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1744335958024x226211831616957250, 1753374338412x209529915103450200, 1743547621069x279645472884266780, 1743549178851x847080663521240200, 1753982403438x535213824960417500, 1752717497153x537286585580736960, 1750436264420x989591292213482400, 1744579851707x640487742075829500",,,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,true,,,,,,,,,impression
f05fdddd-8e6c-4a88-be7c-8dc06f6abe62,,,ajs-next-1770849746438-dddd8e6c-ba88-4e7c-8dc0-6f6abe6202b9,,2026-02-11 22:42:26.438000+00:00,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.7339.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1744335958024x226211831616957250, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1743547621069x279645472884266780, 1743549178851x847080663521240200, 1752717497153x537286585580736960, 1753982403438x535213824960417500",,,"[{'brand': 'Chromium', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}]",False,Windows,true,,,,,,,,,impression
75254073-cfe6-4256-9e14-8fd3657e7bb2,1753985929691x853149258569598100,,ajs-next-1770849768177-269371af-9ba8-4ffc-8330-9132c9c1d55e,,2026-02-11 22:42:48.177000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=The%20Catholic%20Foundation&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=The%20Catholic%20Foundation&category=Other,,,,,,1750436264420x989591292213482400,,,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,true,main_list,,,,,,,,impression
75254073-cfe6-4256-9e14-8fd3657e7bb2,1753985929691x853149258569598100,,ajs-next-1770849785058-9f30f09a-519c-4d38-ba4d-a31e2cd1b875,,2026-02-11 22:43:05.058000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/business_profile/the-catholic-foundation-of-northern-colorado-1753985929691x853149258569598100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/the-catholic-foundation-of-northern-colorado-1753985929691x853149258569598100,,,,,,,,,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,navbar,login,,,,,,,button_click
75254073-cfe6-4256-9e14-8fd3657e7bb2,1753985929691x853149258569598100,,ajs-next-1770849807384-04edd929-7ccb-49b1-ab62-72ca9d149e5c,,2026-02-11 22:43:27.384000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/about_us/the-catholic-foundation-of-northern-colorado,https://coloradocatholicbusinessdirectory.com/,,The Catholic Foundation of Northern Colorado | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/the-catholic-foundation-of-northern-colorado,,,,,,,,,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,,,,,"{'business_id': '1753985929691x853149258569598100', 'email': 'support@thecatholicfoundation.com', 'is_logged_in': True}",,,identify
f05fdddd-8e6c-4a88-be7c-8dc06f6abe62,,index,ajs-next-1770849746339-16f05fdd-dd8e-4cba-883e-7c8dc06f6abe,index,2026-02-11 22:42:26.339000+00:00,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.7339.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"[{'brand': 'Chromium', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}]",False,Windows,,,,,,,,"{'path': '/', 'referrer': '', 'search': '', 'title': 'Colorado Catholic Business Directory', 'url': 'https://coloradocatholicbusinessdirectory.com/', 'category': 'index', 'name': 'index'}",,page
75254073-cfe6-4256-9e14-8fd3657e7bb2,1753985929691x853149258569598100,,ajs-next-1770849792296-32c7a841-7cef-47bb-b6c8-8f9a349f2c75,,2026-02-11 22:43:12.296000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,,,,,"{'business_id': '1753985929691x853149258569598100', 'email': 'support@thecatholicfoundation.com', 'is_logged_in': True}",,,identify
75254073-cfe6-4256-9e14-8fd3657e7bb2,1753985929691x853149258569598100,,ajs-next-1770849741687-55d210de-758e-4631-8b07-b2b0dbffb549,,2026-02-11 22:42:21.687000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,search,,,,,,,button_click
75254073-cfe6-4256-9e14-8fd3657e7bb2,1753985929691x853149258569598100,,ajs-next-1770849730231-c6b055d2-10de-458e-a631-8b07b2b0dbff,,2026-02-11 22:42:10.231000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1744335958024x226211831616957250, 1753374338412x209529915103450200, 1743547621069x279645472884266780, 1743549178851x847080663521240200, 1753982403438x535213824960417500, 1752717497153x537286585580736960, 1750436264420x989591292213482400, 1744579851707x640487742075829500",,,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,true,,,,,,,,,impression
75254073-cfe6-4256-9e14-8fd3657e7bb2,1753985929691x853149258569598100,Other,ajs-next-1770849741988-10de758e-e631-4b07-b2b0-dbffb549d7f9,,2026-02-11 22:42:21.988000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,,,,,,,,search
75254073-cfe6-4256-9e14-8fd3657e7bb2,1753985929691x853149258569598100,search,ajs-next-1770849743844-405e6062-fd05-4b98-8c1b-22d2b1b92f8a,search,2026-02-11 22:42:23.844000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,search,search,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,,,,,,,,page
75254073-cfe6-4256-9e14-8fd3657e7bb2,1753985929691x853149258569598100,index,ajs-next-1770849792303-a8417cef-57bb-46c8-8f9a-349f2c75edbf,index,2026-02-11 22:43:12.303000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,,,,,,,,page
efcbd1cd-cc2d-496a-b35d-9a13cfc1b096,,profile,ajs-next-1770852157629-da5ba5d1-cdcd-483d-8378-56d7e7e2c559,business_profile,2026-02-11 23:22:37.629000+00:00,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/slider-artworks-1744335958024x226211831616957250,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/slider-artworks-1744335958024x226211831616957250,/business_profile/slider-artworks-1744335958024x226211831616957250,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/slider-artworks-1744335958024x226211831616957250,1744335958024x226211831616957250,profile,business_profile,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,,,,,,,,,,page
efcbd1cd-cc2d-496a-b35d-9a13cfc1b096,,,ajs-next-1770852155551-d1cdcc2d-d96a-435d-9a13-cfc1b096311f,,2026-02-11 23:22:35.551000+00:00,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1743547621069x279645472884266780, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1743549178851x847080663521240200",,,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,true,,,,,,,,,impression
655833ae-625a-4897-958e-3eb8774fc06f,,start,ajs-next-1770857406383-c4655833-ae62-4a28-9755-8e3eb8774fc0,start,2026-02-12 00:50:06.383000+00:00,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,,,,,,,,,,page
58ab0e02-98fc-4604-a078-3e4eefc733bc,,profile,ajs-next-1770858744006-2c445469-41ff-4863-af80-20fd4da0c6f7,business_profile,2026-02-12 01:12:24.006000+00:00,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,1753374338412x209529915103450200,profile,business_profile,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,,,,,,,,,,page
58ab0e02-98fc-4604-a078-3e4eefc733bc,,start,ajs-next-1770858730009-7458ab0e-0298-4c66-84e0-783e4eefc733,start,2026-02-12 01:12:10.009000+00:00,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,,,,,,,,,,page
