anonymousId,name,category,originalTimestamp,messageId,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,business_id,category_properties,name_properties,sponsored_listing,location,traits,button_name,event_type
fcd22753-3c1d-4af3-9e8f-d71144474baa,business_profile,profile,2025-08-25 13:32:04.634000+00:00,ajs-next-1756128724634-c7da6a55-400f-4780-8226-0e431aa52640,1746467711533x453074785848415400,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/business_profile/my-fathers-house-inc-1750784475796x702583457937545900,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/my-fathers-house-inc-1750784475796x702583457937545900,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,Windows,/business_profile/my-fathers-house-inc-1750784475796x702583457937545900,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/my-fathers-house-inc-1750784475796x702583457937545900,1750784475796x702583457937545900,profile,business_profile,,,,,page
14821e9c-877c-43d4-96a2-5494ac51ca4a,dashboard,dashboard,2025-08-25 13:33:01.714000+00:00,ajs-next-1756128781714-e714821e-9c87-4c33-9416-a25494ac51ca,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1756128781249x265436984628539360,dashboard,dashboard,,,,,page
a1b05809-71de-47ff-9b5b-73a1c6ba1524,index,index,2025-08-25 14:15:04.580000+00:00,ajs-next-1756131304580-8118a2d9-e94c-48a4-89f1-352531d54e14,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,page
a1b05809-71de-47ff-9b5b-73a1c6ba1524,,,2025-08-25 14:15:05.079000+00:00,ajs-next-1756131305079-a2d9e94c-e8a4-49f1-b525-31d54e1489f4,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200",,,true,,,,impression
4afaca51-6fac-4730-9069-ac8f92734313,,,2025-08-25 15:08:36.697000+00:00,ajs-next-1756134516697-7d1c1c5e-e259-4f84-a900-b82ac332d759,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,"1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960",,,true,,,,impression
a1b05809-71de-47ff-9b5b-73a1c6ba1524,,,2025-08-25 14:15:05.081000+00:00,ajs-next-1756131305081-e94ce8a4-49f1-4525-b1d5-4e1489f451f5,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200",,,true,,,,impression
4afaca51-6fac-4730-9069-ac8f92734313,search,search,2025-08-25 15:08:39.468000+00:00,ajs-next-1756134519468-3d25e54e-a5bd-4ac4-93b6-ed5a1327f8f1,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,search,search,,,,,page
4afaca51-6fac-4730-9069-ac8f92734313,,,2025-08-25 15:08:39.770000+00:00,ajs-next-1756134519770-e54ea5bd-5ac4-43b6-ad5a-1327f8f115f8,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,true,sidebar,,,impression
4afaca51-6fac-4730-9069-ac8f92734313,,,2025-08-25 15:08:39.467000+00:00,ajs-next-1756134519467-5fb93d25-e54e-45bd-9ac4-d3b6ed5a1327,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,"{'email': 'michael@versolalto.biz', 'is_logged_in': True}",,identify
4afaca51-6fac-4730-9069-ac8f92734313,index,index,2025-08-25 15:08:36.198000+00:00,ajs-next-1756134516198-458b7d1c-1c5e-4259-8f84-e900b82ac332,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,page
4afaca51-6fac-4730-9069-ac8f92734313,,,2025-08-25 15:08:40.072000+00:00,ajs-next-1756134520072-a5bd5ac4-d3b6-4d5a-9327-f8f115f836b9,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,1743549178851x847080663521240200,,,true,main_list,,,impression
4afaca51-6fac-4730-9069-ac8f92734313,,,2025-08-25 15:08:40.376000+00:00,ajs-next-1756134520376-5ac4d3b6-ed5a-4327-b8f1-15f836b9af60,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,"1745273541628x945470626229355500, 1754084205128x675147807630683600, 1747827548541x313848517899538500, 1744579851707x640487742075829500, 1752687366861x422755081931784260, 1747183179554x540122160625888100, 1744134674881x127285411168640110, 1750784475796x702583457937545900, 1754949567759x639105313824555300, 1746635677548x343522492232585660, 1744760380914x558772773612561600, 1753985929691x853149258569598100, 1744397288473x909294892772270800, 1751749348389x952656707958261400, 1747165674437x491901038958021200, 1743547361284x291138005899707260, 1750783679107x801419812763124500, 1749057953945x756346430245684600, 1744751205492x235134337285239230, 1753911193017x504194995643152640, 1747420152884x437771544876149700, 1744335958024x226211831616957250, 1746938798847x931997689495082400, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1754624056001x759184470890143000, 1746467711533x453074785848415400, 1748581534531x956271769254002200, 1744743906400x631087870982087000, 1747398900475x598159844147748100, 1744282156200x727555159743162000, 1751402056748x637551618886434600, 1749742920378x965836759111504900, 1745597587022x519433479989605000, 1754505203290x671062062407191900, 1748365021326x105262688542451250, 1744737250347x219277345743008400, 1753374338412x209529915103450200, 1747216018889x770977089491677400, 1744175271939x575064790204550460, 1751319669665x621437589169731200, 1755621956288x571897163769246900, 1746827109704x963221719337950200, 1745528732739x896561533370513300, 1747848709032x210920410073364830, 1744643921578x315333816253624100, 1752717497153x537286585580736960, 1747184079669x994211808429350800, 1750785338983x949958887494882000, 1755271286521x378031808974615550, 1749173974503x736079030141835600, 1744907031541x119079844893356540, 1754081360962x724252535884739300, 1744398484109x785674167096991400, 1752182630575x854371423894944000, 1747170561218x640297169073643000, 1750784029587x963255839088365200, 1754941249648x796792188496967000, 1746631267951x741803061642879500, 1749068120323x412920063824988600, 1753982403438x535213824960417500, 1747594874125x270237571814453630, 1744391553368x301043576290850300, 1751744301621x758526182685981300, 1747163465846x476237095610093000, 1743549178851x847080663521240200, 1750783674403x491887953737125700, 1754927931120x470668069008822300, 1746548006831x128230088489826860, 1744748222708x779656090283929300, 1753909381745x872991521395046100, 1747415704843x665338483592092500, 1744319857648x144922844539837200, 1751425811600x127124815802215140, 1746855895334x711816173120128000, 1750423781412x480534435350699700, 1748389292320x918627677903932400, 1744740154739x566945822952470660, 1753465897836x101289632151690960, 1747221865162x703532834449508000, 1744260813114x505427712482621440, 1746843461447x686795565273950000, 1745533127765x291393362647413700, 1747864432460x772931238395911000, 1744736810207x919925185055488400, 1753135741395x558904608479141570, 1747185390251x665604546429507900, 1744157592334x292550965261606100, 1751224250248x539537516841198200, 1755533063776x956164571796881400, 1746765568691x979794717919274100, 1749580724532x760028975589297300",,,false,,,,impression
4afaca51-6fac-4730-9069-ac8f92734313,,,2025-08-25 15:08:36.197000+00:00,ajs-next-1756134516197-1ac1458b-7d1c-4c5e-a259-0f84e900b82a,1743547621069x279645472884266780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,,,,,,,,,,"{'email': 'michael@versolalto.biz', 'is_logged_in': True}",,identify
2fc54ceb-043b-4833-a063-1f4f4706e65f,index,index,2025-08-25 18:20:29.868000+00:00,ajs-next-1756146029868-464ff94a-f417-41e9-ad8b-5bc7a9c91152,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,Windows,/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,page
2fc54ceb-043b-4833-a063-1f4f4706e65f,,,2025-08-25 18:20:30.997000+00:00,ajs-next-1756146030997-f94af417-81e9-4d8b-9bc7-a9c911529e6b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,Windows,,,,,,"1743549178851x847080663521240200, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500",,,true,,,,impression
cef6be06-e585-48de-99d3-5c11f01721f7,dashboard,dashboard,2025-08-25 23:19:53.910000+00:00,ajs-next-1756163993910-dfcef6be-06e5-45e8-9e99-d35c11f01721,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1756128781249x265436984628539360,dashboard,dashboard,,,,,page
118af529-f2d2-4bb8-bd90-a25fd95a46cc,,,2025-08-26 15:45:52.106000+00:00,ajs-next-1756223152106-f529f2d2-1bb8-4d90-a25f-d95a46cc580c,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.7204.92 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Windows,,,,,,"1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200",,,true,,,,impression
e12667c8-f73a-4001-979c-32df47d900a2,,,2025-08-26 15:45:22.064000+00:00,ajs-next-1756223122064-67c8f73a-e001-479c-b2df-47d900a22041,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.7204.96 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Windows,,,,,,"1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200",,,true,,,,impression
35a48f06-c18a-4a94-acb3-b17c67504c31,,,2025-08-26 16:09:56.399000+00:00,ajs-next-1756224596399-c1ec5ba4-0595-4f9a-8c5b-979a55c28142,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,Windows,,,,,,"1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200",,,true,,,,impression
118af529-f2d2-4bb8-bd90-a25fd95a46cc,index,index,2025-08-26 15:45:52.083000+00:00,ajs-next-1756223152083-42118af5-29f2-421b-b87d-90a25fd95a46,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.7204.92 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Windows,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,page
8af342e5-29e2-48f4-b459-6855af196198,,,2025-08-26 15:48:03.522000+00:00,ajs-next-1756223283522-42e529e2-78f4-4459-a855-af196198f904,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.7204.93 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Windows,,,,,,"1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200",,,true,,,,impression
