userId,originalTimestamp,anonymousId,messageId,userAgent,page.path,page.referrer,page.search,page.title,page.url,button_name,url,sponsored_listing,business_id,category,name,path,referrer,search,title,category_properties,name_properties,location,city,search_text,parish,traits,userAgentData.brands,userAgentData.mobile,userAgentData.platform,input_value,input_num,input_name,address,other_category,description,display_email,business_name,main_category,phone,sub_category,website,email,event_type
,2026-04-07 23:32:04.107000+00:00,443ac676-c77a-4662-8ec2-fbeea159fe48,ajs-next-1775604724107-e6624ec2-fbee-4159-be48-7a0b5b85b158,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,more_info,,true,1753374338412x209529915103450200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,button_click
,2026-04-07 23:31:36.070000+00:00,443ac676-c77a-4662-8ec2-fbeea159fe48,ajs-next-1775604696070-ff443ac6-76c7-4ae6-a24e-c2fbeea159fe,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,,,Colorado Catholic Business Directory,index,index,,,,,,,,,,,,,,,,,,,,,,page
,2026-04-08 00:13:39.303000+00:00,443ac676-c77a-4662-8ec2-fbeea159fe48,ajs-next-1775607219303-2d14dcf6-23d1-42b6-8b7d-04eccd337e50,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/about_us/1775604693912x677669173448117800,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1775604693912x677669173448117800,,https://coloradocatholicbusinessdirectory.com/about_us/1775604693912x677669173448117800,,,about_us,about_us,/about_us/1775604693912x677669173448117800,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,page
,2026-04-08 00:14:12.956000+00:00,443ac676-c77a-4662-8ec2-fbeea159fe48,ajs-next-1775607252956-a6815681-c8a2-4f57-b6a0-603e0a62f960,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/about_us/1775604693912x677669173448117800,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1775604693912x677669173448117800,,https://coloradocatholicbusinessdirectory.com/about_us/1775604693912x677669173448117800,,,about_us,about_us,/about_us/1775604693912x677669173448117800,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,page
,2026-04-08 00:13:57.082000+00:00,443ac676-c77a-4662-8ec2-fbeea159fe48,ajs-next-1775607237082-bca5fb0f-9bec-4597-b3bc-80206c7cd13e,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,https://coloradocatholicbusinessdirectory.com/search,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,search,search,,,,,,,,,,,,,,,,,,,,,,page
,2026-04-08 00:13:57.727000+00:00,443ac676-c77a-4662-8ec2-fbeea159fe48,ajs-next-1775607237727-9bec4597-73bc-4020-ac7c-d13eb71becfd,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,true,1744335958024x226211831616957250,,,,,,,,,main_list,,,,,,,,,,,,,,,,,,,,,impression
,2026-04-08 00:14:17.391000+00:00,443ac676-c77a-4662-8ec2-fbeea159fe48,ajs-next-1775607257391-f6720a78-af74-497d-aa4d-ed338f52b13c,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/about_us/1775604693912x677669173448117800,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1775604693912x677669173448117800,,https://coloradocatholicbusinessdirectory.com/about_us/1775604693912x677669173448117800,,,about_us,about_us,/about_us/1775604693912x677669173448117800,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,page
,2026-04-08 00:14:27.972000+00:00,443ac676-c77a-4662-8ec2-fbeea159fe48,ajs-next-1775607267972-bd31570a-d796-489d-9e49-8fb17669c6c9,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/about_us/1775604693912x677669173448117800,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1775604693912x677669173448117800,,https://coloradocatholicbusinessdirectory.com/about_us/1775604693912x677669173448117800,,,about_us,about_us,/about_us/1775604693912x677669173448117800,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,page
,2026-04-08 00:14:21.055000+00:00,443ac676-c77a-4662-8ec2-fbeea159fe48,ajs-next-1775607261055-7ab86368-41fc-418e-bd41-581fd03b0e93,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/how_it_works/1775604693912x677669173448117800,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1775604693912x677669173448117800,,https://coloradocatholicbusinessdirectory.com/how_it_works/1775604693912x677669173448117800,,,how_it_works,how_it_works,/how_it_works/1775604693912x677669173448117800,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,how_it_works,how_it_works,,,,,,,,,,,,,,,,,,,,,,page
,2026-04-08 00:14:29.215000+00:00,443ac676-c77a-4662-8ec2-fbeea159fe48,ajs-next-1775607269215-ea7b62ac-bb85-4c34-98c5-2c6775f6479f,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,,1753374338412x209529915103450200,profile,business_profile,/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
,2026-04-08 00:13:58.035000+00:00,443ac676-c77a-4662-8ec2-fbeea159fe48,ajs-next-1775607238035-459773bc-8020-4c7c-913e-b71becfde27f,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,false,"1744737250347x219277345743008400, 1744579851707x640487742075829500, 1757437593796x460281345015416640, 1752182630575x854371423894944000, 1765991015203x350068785849064760, 1747848709032x210920410073364830, 1764893879099x465248075524681500, 1771003581692x955050931630977700, 1753374338412x209529915103450200, 1747221865162x703532834449508000, 1763509156539x144450665564595840, 1746467711533x453074785848415400, 1762889659042x996969350831174300, 1749068120323x412920063824988600, 1744398484109x785674167096991400, 1744319857648x144922844539837200, 1746548006831x128230088489826860, 1761762460002x434978052003146300, 1753911193017x504194995643152640, 1754949567759x639105313824555300, 1757369121056x350487849823425600, 1770755356265x111382421474427680, 1744282156200x727555159743162000, 1754081360962x724252535884739300, 1771545376609x752763268373144000, 1749173974503x736079030141835600, 1747163465846x476237095610093000, 1766070455303x639821695383855700, 1765001972595x338020444395840100, 1744391553368x301043576290850300, 1743549178851x847080663521240200, 1772482882558x843076024552954900, 1752717497153x537286585580736960, 1765399408996x262641226191956400, 1758312173588x895819358343598700, 1746635677548x343522492232585660, 1753465897836x101289632151690960, 1746827109704x963221719337950200, 1764342295066x618134664283571500, 1751224250248x539537516841198200, 1760458225389x690604949380638100, 1753135741395x558904608479141570, 1771021914207x198452557005754900, 1754084205128x675147807630683600, 1762271200864x775090106640580500, 1744175271939x575064790204550460, 1751425811600x127124815802215140, 1744740154739x566945822952470660, 1747864432460x772931238395911000, 1747216018889x770977089491677400, 1744736810207x919925185055488400, 1757438153395x416809556103947500, 1769719058268x843927058977011000, 1768584016102x834619843946063900, 1763672237927x725969385673238800, 1751402056748x637551618886434600, 1774573166178x561429420668618400, 1751744301621x758526182685981300, 1747827548541x313848517899538500, 1771436045389x658317953644361100, 1750783674403x491887953737125700, 1746631267951x741803061642879500, 1771517879190x523242735258870900, 1747398900475x598159844147748100, 1759930025997x126109694575208930, 1747420152884x437771544876149700, 1752687366861x422755081931784260, 1768238584049x399775147114029200, 1750783679107x801419812763124500, 1770152894907x464897480736850900, 1746855895334x711816173120128000, 1744134674881x127285411168640110, 1744907031541x119079844893356540, 1754505203290x671062062407191900, 1747415704843x665338483592092500, 1769635123521x385801932800474700, 1775244057768x699511577684581800, 1757355028996x505189727810192200, 1747185390251x665604546429507900, 1748365021326x105262688542451250, 1745533127765x291393362647413700, 1744157592334x292550965261606100, 1768426055630x579798080961828200, 1747170561218x640297169073643000, 1744751205492x235134337285239230, 1746938798847x931997689495082400, 1757720364741x595714121363069200, 1771433486472x495156137805681660, 1755271286521x378031808974615550, 1760118921086x941497076227920600, 1750784475796x702583457937545900, 1749580724532x760028975589297300, 1761044854709x307607562836745150, 1744260813114x505427712482621440, 1755621956288x571897163769246900, 1768844277981x664142917381285000, 1750784029587x963255839088365200, 1750436264420x989591292213482400, 1771538218470x758525499484679000, 1766011883106x917993758751800300, 1744748222708x779656090283929300, 1759153763139x433792388290277000, 1753985929691x853149258569598100, 1768427614253x929508274229176300, 1744335958024x226211831616957250, 1748581534531x956271769254002200, 1763148950401x545361905340972600, 1745273541628x945470626229355500, 1762957766158x632118084948257900, 1758568877707x715638242996164100, 1749742920378x965836759111504900, 1754624056001x759184470890143000, 1750785338983x949958887494882000, 1768581853937x610498789092930300, 1747183179554x540122160625888100, 1750423781412x480534435350699700, 1761919898226x928695665795906700, 1753909381745x872991521395046100, 1751319669665x621437589169731200, 1764963280733x431041418968701760, 1747165674437x491901038958021200, 1746765568691x979794717919274100, 1744643921578x315333816253624100, 1772982809798x739419868972941400, 1763569204895x378265538177280400, 1759423986281x805514757919405700, 1764781838221x716772635359430500, 1748389292320x918627677903932400, 1744760380914x558772773612561600, 1762364811793x796217509980630800, 1747184079669x994211808429350800, 1775058462201x523059865418210800, 1746843461447x686795565273950000, 1755533063776x956164571796881400, 1754927931120x470668069008822300, 1745528732739x896561533370513300, 1764711530894x480989914892320700, 1747594874125x270237571814453630, 1763255155587x707008769292458900, 1761930377989x951815782791809400, 1743547621069x279645472884266780, 1770943484557x164806709481949200, 1745597587022x519433479989605000, 1744397288473x909294892772270800, 1749057953945x756346430245684600, 1751749348389x952656707958261400, 1758147388607x898014240790697700, 1763305551668x997299018011994600, 1753982403438x535213824960417500, 1763408145585x201322720695875870, 1754941249648x796792188496967000, 1761762406893x958878656538368500, 1758120880051x675194275556497400, 1744743906400x631087870982087000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impression
