category,messageId,userId,originalTimestamp,anonymousId,name,userAgent,page.path,page.referrer,page.search,page.title,page.url,path,referrer,search,title,url,business_id,category_properties,name_properties,sponsored_listing,userAgentData.brands,userAgentData.mobile,userAgentData.platform,button_name,location,search_text,email,traits,city,parish,event_type
,ajs-next-1774889571957-9d037523-47bd-4772-b633-a0f1ce2765e9,,2026-03-30 16:52:51.957000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,login,navbar,,,,,,button_click
,ajs-next-1774889553762-e7a4f770-41c1-473e-b743-57163b3c8a50,,2026-03-30 16:52:33.762000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,login,navbar,,,,,,button_click
,ajs-next-1774889635755-8a307bab-b901-4c96-bf63-fd6f2ef04e8e,,2026-03-30 16:53:55.755000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,send_email,,,,,,,button_click
,ajs-next-1774889735518-0c6ce63a-8e0e-4a16-972f-bc0eb8165f3c,1762364811793x796217509980630800,2026-03-30 16:55:35.518000+00:00,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0",/reset_pw,,?reset=1774889665374x141740265014581380,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/reset_pw?reset=1774889665374x141740265014581380,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '146'}]",False,Windows,reset_pw,,,,,,,button_click
,ajs-next-1774889661434-b9011c96-3f63-4d6f-aef0-4e8e2eb20931,,2026-03-30 16:54:21.434000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,forgot_pw,,,,,,,button_click
start,ajs-next-1774889572638-8e692c5d-d9e9-4906-b2ce-17d48a307bab,,2026-03-30 16:52:52.638000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,start,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,,start,start,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,,,page
,ajs-next-1774889593123-2c5dd9e9-5906-42ce-97d4-8a307babb901,,2026-03-30 16:53:13.123000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,login,,,dmckean@ccdenver.org,,,,button_click
,ajs-next-1774889631988-17d48a30-7bab-4901-9c96-3f63fd6f2ef0,,2026-03-30 16:53:51.988000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,forgot_pw,,,,,,,button_click
,ajs-next-1774889607074-5906f2ce-17d4-4a30-bbab-b9011c963f63,,2026-03-30 16:53:27.074000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,login,,,dmckean@ccdenver.org,,,,button_click
,ajs-next-1774889786714-b2ea7b6a-333b-41c5-865c-d94728704e83,1762364811793x796217509980630800,2026-03-30 16:56:26.714000+00:00,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0",/reset_pw,,?reset=1774889636138x188506038253337660,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/reset_pw?reset=1774889636138x188506038253337660,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '146'}]",False,Windows,,,,,"{'business_id': '1762364811793x796217509980630800', 'email': 'dmckean@ccdenver.org', 'is_logged_in': True}",,,identify
,ajs-next-1774889665027-1c963f63-fd6f-4ef0-8e8e-2eb209318950,,2026-03-30 16:54:25.027000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,send_email,,,,,,,button_click
,ajs-next-1774889744398-e63a8e0e-3a16-472f-bc0e-b8165f3c868b,1762364811793x796217509980630800,2026-03-30 16:55:44.398000+00:00,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0",/reset_pw,,?reset=1774889665374x141740265014581380,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/reset_pw?reset=1774889665374x141740265014581380,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '146'}]",False,Windows,reset_pw,,,,,,,button_click
start,ajs-next-1774889541705-3c97e7a4-f770-41c1-a73e-374357163b3c,,2026-03-30 16:52:21.705000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,start,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,,start,start,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,,,page
,ajs-next-1774889540630-ca11f51a-1ec1-4a3e-8272-70e66d2d14b9,,2026-03-30 16:52:20.630000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,login,navbar,,,,,,button_click
,ajs-next-1774889658129-7babb901-1c96-4f63-bd6f-2ef04e8e2eb2,,2026-03-30 16:54:18.129000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,login,,,dmckean@ccdenver.org,,,,button_click
,ajs-next-1774889533517-e99a575b-ca11-451a-9ec1-9a3e027270e6,,2026-03-30 16:52:13.517000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1771436045389x658317953644361100, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1744335958024x226211831616957250, 1752717497153x537286585580736960, 1743547621069x279645472884266780, 1770943484557x164806709481949200, 1743549178851x847080663521240200",,,true,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,,,impression
index,ajs-next-1774889568009-ae538bb4-9d03-4523-87bd-c772b633a0f1,,2026-03-30 16:52:48.009000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,,,page
,ajs-next-1774889568510-8bb49d03-7523-47bd-8772-b633a0f1ce27,,2026-03-30 16:52:48.510000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1743547621069x279645472884266780, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1743549178851x847080663521240200, 1753374338412x209529915103450200, 1770943484557x164806709481949200, 1771436045389x658317953644361100, 1750436264420x989591292213482400",,,true,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,,,impression
,ajs-next-1774889621563-f2ce17d4-8a30-4bab-b901-1c963f63fd6f,,2026-03-30 16:53:41.563000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,login,,,dmckean@ccdenver.org,,,,button_click
index,ajs-next-1774889533209-5e6ee99a-575b-4a11-b51a-1ec19a3e0272,,2026-03-30 16:52:13.209000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,,,page
pw_reset,ajs-next-1774889705929-070a0c6c-e63a-4e0e-ba16-972fbc0eb816,1762364811793x796217509980630800,2026-03-30 16:55:05.929000+00:00,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,reset_pw,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0",/reset_pw,,?reset=1774889665374x141740265014581380,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/reset_pw?reset=1774889665374x141740265014581380,/reset_pw,,?reset=1774889665374x141740265014581380,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/reset_pw?reset=1774889665374x141740265014581380,,pw_reset,reset_pw,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '146'}]",False,Windows,,,,,,,,page
,ajs-next-1774889533519-575bca11-f51a-4ec1-9a3e-027270e66d2d,,2026-03-30 16:52:13.519000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1771436045389x658317953644361100, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1744335958024x226211831616957250, 1752717497153x537286585580736960, 1743547621069x279645472884266780, 1770943484557x164806709481949200, 1743549178851x847080663521240200",,,true,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,,,impression
pw_reset,ajs-next-1774889800862-e47dabbc-ae2f-4080-a93c-ef6f11e78b18,,2026-03-30 16:56:40.862000+00:00,7dabbcae-2fe0-40e9-bcef-6f11e78b186c,reset_pw,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.175 Safari/537.36",/reset_pw,,?reset=1774889636138x188506038253337660,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/reset_pw?reset=1774889636138x188506038253337660,/reset_pw,,?reset=1774889636138x188506038253337660,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/reset_pw?reset=1774889636138x188506038253337660,,pw_reset,reset_pw,,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,page
,ajs-next-1774889600528-d9e95906-f2ce-47d4-8a30-7babb9011c96,,2026-03-30 16:53:20.528000+00:00,97e3e844-0918-4897-942b-a6028b69e4af,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,login,,,dmckean@ccdenver.org,,,,button_click
about_us,ajs-next-1774889857391-44902d06-ecdb-4583-a47c-26fd7668b7ff,,2026-03-30 16:57:37.391000+00:00,902d06ec-dbe5-4364-bc26-fd7668b7ffd3,about_us,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.0 Safari/537.36",/about_us/1774889798124x479477603291000900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1774889798124x479477603291000900,/about_us/1774889798124x479477603291000900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1774889798124x479477603291000900,,about_us,about_us,,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,page
,ajs-next-1774889817496-333b31c5-465c-4947-a870-4e8337f6d103,1762364811793x796217509980630800,2026-03-30 16:56:57.496000+00:00,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0",/reset_pw,,?reset=1774889636138x188506038253337660,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/reset_pw?reset=1774889636138x188506038253337660,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '146'}]",False,Windows,reset_pw,,,,,,,button_click
pw_reset,ajs-next-1774889718304-be01e791-3ff3-497d-948d-4592d4f91312,,2026-03-30 16:55:18.304000+00:00,01e7913f-f3d9-4d54-8d45-92d4f9131291,reset_pw,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.7444.162 Safari/537.36",/reset_pw,,?reset=1774889665374x141740265014581380,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/reset_pw?reset=1774889665374x141740265014581380,/reset_pw,,?reset=1774889665374x141740265014581380,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/reset_pw?reset=1774889665374x141740265014581380,,pw_reset,reset_pw,,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,page
pw_reset,ajs-next-1774889786717-7b6a333b-31c5-465c-9947-28704e8337f6,1762364811793x796217509980630800,2026-03-30 16:56:26.717000+00:00,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,reset_pw,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0",/reset_pw,,?reset=1774889636138x188506038253337660,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/reset_pw?reset=1774889636138x188506038253337660,/reset_pw,,?reset=1774889636138x188506038253337660,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/reset_pw?reset=1774889636138x188506038253337660,,pw_reset,reset_pw,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Microsoft Edge', 'version': '146'}]",False,Windows,,,,,,,,page
how_it_works,ajs-next-1774889864389-a4fad1ec-ca2e-4211-a0d0-745dbade082b,,2026-03-30 16:57:44.389000+00:00,902d06ec-dbe5-4364-bc26-fd7668b7ffd3,how_it_works,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.0 Safari/537.36",/how_it_works/1774889798124x479477603291000900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1774889798124x479477603291000900,/how_it_works/1774889798124x479477603291000900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1774889798124x479477603291000900,,how_it_works,how_it_works,,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Windows,,,,,,,,page
profile,ajs-next-1774895197961-9278d16c-7586-4eda-a459-ed88fc415088,,2026-03-30 18:26:37.961000+00:00,750dee05-3f04-46d1-8292-ac9f61872e68,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/wild-goose-music-1750436264420x989591292213482400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/wild-goose-music-1750436264420x989591292213482400,/business_profile/wild-goose-music-1750436264420x989591292213482400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/wild-goose-music-1750436264420x989591292213482400,1750436264420x989591292213482400,profile,business_profile,,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,,,,,,,,page
profile,ajs-next-1774895194887-d527eb7a-c342-4378-bfe1-626ff6365f2f,,2026-03-30 18:26:34.887000+00:00,750dee05-3f04-46d1-8292-ac9f61872e68,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/slider-artworks-1744335958024x226211831616957250,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/slider-artworks-1744335958024x226211831616957250,/business_profile/slider-artworks-1744335958024x226211831616957250,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/slider-artworks-1744335958024x226211831616957250,1744335958024x226211831616957250,profile,business_profile,,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,,,,,,,,page
profile,ajs-next-1774895188906-69750dee-053f-44f6-9142-92ac9f61872e,,2026-03-30 18:26:28.906000+00:00,750dee05-3f04-46d1-8292-ac9f61872e68,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,1752717497153x537286585580736960,profile,business_profile,,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,,,,,,,,page
start,ajs-next-1774895233884-981c014d-d285-48f8-9b41-428f4806f3a6,,2026-03-30 18:27:13.884000+00:00,750dee05-3f04-46d1-8292-ac9f61872e68,start,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,,,,,,,,page
dashboard,ajs-next-1774899131829-3e14d636-7dff-4c3f-86fe-ec838668d415,,2026-03-30 19:32:11.829000+00:00,14d6367d-ff9c-4f86-beec-838668d4152e,dashboard,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1774899143774x458007773221651000,dashboard,dashboard,,,,,,,,,,,,page
index,ajs-next-1774906542703-1d3afe91-e81e-4862-94d8-92f07ff30dba,,2026-03-30 21:35:42.703000+00:00,08472863-302e-4eba-8bda-12134e790ade,index,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,page
,ajs-next-1774906543407-fe91e81e-b862-44d8-92f0-7ff30dba97a0,,2026-03-30 21:35:43.407000+00:00,08472863-302e-4eba-8bda-12134e790ade,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1743547621069x279645472884266780, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743549178851x847080663521240200, 1771436045389x658317953644361100, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1770943484557x164806709481949200",,,true,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,,,,,,impression
