anonymousId,name,category,messageId,originalTimestamp,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,business_id,category_properties,name_properties,button_name,sponsored_listing,location,search_text,event_type
d5b12fd9-eb42-455b-b4bd-349eb31a1c67,business_profile,profile,ajs-next-1785136917021-ec4f6fbc-11ae-4457-a3a6-471487ce8a34,2026-07-27 07:21:57.021000+00:00,,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,"[{'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,Linux,/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,1753982403438x535213824960417500,profile,business_profile,,,,,page
d5b12fd9-eb42-455b-b4bd-349eb31a1c67,business_profile,profile,ajs-next-1785136911941-55693801-eaf7-4a58-9922-01667aac3bcf,2026-07-27 07:21:51.941000+00:00,,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,"[{'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,Linux,/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,1752717497153x537286585580736960,profile,business_profile,,,,,page
d5b12fd9-eb42-455b-b4bd-349eb31a1c67,business_profile,profile,ajs-next-1785136908600-37d5b12f-d9eb-4275-9bb4-bd349eb31a1c,2026-07-27 07:21:48.600000+00:00,,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,"[{'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,Linux,/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,1744579851707x640487742075829500,profile,business_profile,,,,,page
5a99efa6-d60c-4e51-b99a-c3de130b15f1,how_it_works,how_it_works,ajs-next-1785153667330-db5a99ef-a6d6-4c3e-9179-9ac3de130b15,2026-07-27 12:01:07.330000+00:00,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 (compatible; meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler))",/how_it_works/1784753665970x308845209727033100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1784753665970x308845209727033100,[],False,,/how_it_works/1784753665970x308845209727033100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1784753665970x308845209727033100,,how_it_works,how_it_works,,,,,page
5a2c6462-9684-41d6-a311-033b196f4fd0,,,ajs-next-1785165489357-31d6e311-033b-496f-8fd0-1f6bed8ebe44,2026-07-27 15:18:09.357000+00:00,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,search,,,,button_click
5a2c6462-9684-41d6-a311-033b196f4fd0,,,ajs-next-1785165465053-968431d6-e311-433b-996f-4fd01f6bed8e,2026-07-27 15:17:45.053000+00:00,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1753982403438x535213824960417500, 1770943484557x164806709481949200, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1781830336957x808577548450478500, 1771436045389x658317953644361100, 1744643921578x315333816253624100, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1750436264420x989591292213482400",,,,true,,,impression
5a2c6462-9684-41d6-a311-033b196f4fd0,,,ajs-next-1785165492348-e7b5b82d-2a83-4bff-a049-4c6154f967c3,2026-07-27 15:18:12.348000+00:00,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=welding&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=welding&category=Other,,,,,,,,,,,,,false,,,impression
5a2c6462-9684-41d6-a311-033b196f4fd0,search,search,ajs-next-1785165491433-61613a22-8b04-47b5-b82d-2a836bffe049,2026-07-27 15:18:11.433000+00:00,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=welding&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=welding&category=Other,,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=welding&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=welding&category=Other,,search,search,,,,,page
5a2c6462-9684-41d6-a311-033b196f4fd0,,,ajs-next-1785165491738-3a228b04-e7b5-482d-aa83-6bffe0494c61,2026-07-27 15:18:11.738000+00:00,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=welding&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=welding&category=Other,,,,,,,,,,,,,true,sidebar,,impression
5a2c6462-9684-41d6-a311-033b196f4fd0,,Other,ajs-next-1785165489661-e311033b-196f-4fd0-9f6b-ed8ebe449a34,2026-07-27 15:18:09.661000+00:00,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,welding,search
5a2c6462-9684-41d6-a311-033b196f4fd0,,,ajs-next-1785165492042-8b04e7b5-b82d-4a83-abff-e0494c6154f9,2026-07-27 15:18:12.042000+00:00,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/search,https://coloradocatholicbusinessdirectory.com/,?query=welding&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=welding&category=Other,,,,,,,,,1781830336957x808577548450478500,,,,true,main_list,,impression
5a2c6462-9684-41d6-a311-033b196f4fd0,index,index,ajs-next-1785165464747-485a2c64-6296-4431-96e3-11033b196f4f,2026-07-27 15:17:44.747000+00:00,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,page
5a2c6462-9684-41d6-a311-033b196f4fd0,,,ajs-next-1785165464753-64629684-31d6-4311-833b-196f4fd01f6b,2026-07-27 15:17:44.753000+00:00,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Safari/605.1.15",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1753982403438x535213824960417500, 1770943484557x164806709481949200, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1781830336957x808577548450478500, 1771436045389x658317953644361100, 1744643921578x315333816253624100, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1750436264420x989591292213482400",,,,true,,,impression
5bcd4b97-d4ad-4835-9508-62ebf54561b3,,,ajs-next-1785166567301-d4ad9835-1508-42eb-b545-61b31488ada3,2026-07-27 15:36:07.301000+00:00,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,https://www.osdzc.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,,,,,,"1744579851707x640487742075829500, 1753374338412x209529915103450200, 1744643921578x315333816253624100, 1781830336957x808577548450478500, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1771436045389x658317953644361100, 1744335958024x226211831616957250, 1770943484557x164806709481949200",,,,true,,,impression
5bcd4b97-d4ad-4835-9508-62ebf54561b3,,,ajs-next-1785166563812-4b97d4ad-9835-4508-a2eb-f54561b31488,2026-07-27 15:36:03.812000+00:00,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,https://www.osdzc.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,,,,,,"1744579851707x640487742075829500, 1753374338412x209529915103450200, 1744643921578x315333816253624100, 1781830336957x808577548450478500, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1771436045389x658317953644361100, 1744335958024x226211831616957250, 1770943484557x164806709481949200",,,,true,,,impression
5bcd4b97-d4ad-4835-9508-62ebf54561b3,index,index,ajs-next-1785166563790-445bcd4b-97d4-4d98-b515-0862ebf54561,2026-07-27 15:36:03.790000+00:00,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,https://www.osdzc.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,/,https://www.osdzc.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,page
996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174916347-38e2decd-5fa9-411f-8943-576e08308fac,2026-07-27 17:55:16.347000+00:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1771436045389x658317953644361100, 1752717497153x537286585580736960, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1781830336957x808577548450478500, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1744643921578x315333816253624100",,,,true,,,impression
996638e2-decd-4fa9-a11f-c943576e0830,search,search,ajs-next-1785174934380-fe55cb16-ce75-44dc-8b87-672aa79c5776,2026-07-27 17:55:34.380000+00:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=80108&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=80108&category=,,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=80108&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=80108&category=,,search,search,,,,,page
996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174935305-b4dc8b87-672a-479c-9776-38be804112a8,2026-07-27 17:55:35.305000+00:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=80108&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=80108&category=,,,,,,,,,1779564452798x328047204556438640,,,,false,,,impression
996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174934989-ce75b4dc-8b87-472a-a79c-577638be8041,2026-07-27 17:55:34.989000+00:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=80108&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=80108&category=,,,,,,,,,1770943484557x164806709481949200,,,,true,main_list,,impression
996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174930867-576e0830-8fac-43b8-8a90-696734837d87,2026-07-27 17:55:30.867000+00:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,80108,search
996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174930560-c943576e-0830-4fac-a3b8-ca9069673483,2026-07-27 17:55:30.559000+00:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,search,,,,button_click
996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174934683-cb16ce75-b4dc-4b87-a72a-a79c577638be,2026-07-27 17:55:34.683000+00:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=80108&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=80108&category=,,,,,,,,,,,,,true,sidebar,,impression
996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174929719-611fc943-576e-4830-8fac-a3b8ca906967,2026-07-27 17:55:29.719000+00:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,80108,search
996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174916349-decd5fa9-611f-4943-976e-08308faca3b8,2026-07-27 17:55:16.349000+00:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1771436045389x658317953644361100, 1752717497153x537286585580736960, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1781830336957x808577548450478500, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1744643921578x315333816253624100",,,,true,,,impression
996638e2-decd-4fa9-a11f-c943576e0830,index,index,ajs-next-1785174915418-be996638-e2de-4d5f-a961-1fc943576e08,2026-07-27 17:55:15.418000+00:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,page
996638e2-decd-4fa9-a11f-c943576e0830,,,ajs-next-1785174929411-5fa9611f-c943-476e-8830-8faca3b8ca90,2026-07-27 17:55:29.411000+00:00,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/429.1.942703598 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,search,,,,button_click
6574e869-942c-4ad9-86c3-36f44e778b93,business_profile,profile,ajs-next-1785180286172-c9636bc7-6d64-43c6-8d9a-ecae1390fcf9,2026-07-27 19:24:46.172000+00:00,,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,"[{'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,Linux,/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,1753982403438x535213824960417500,profile,business_profile,,,,,page
