anonymousId,messageId,userId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,business_id,location,sponsored_listing,category,name,path,referrer,search,title,url,category_properties,name_properties,button_name,city,search_text,parish,traits,event_type
79e1e56d-97ae-4457-9265-424f812b27dd,ajs-next-1783818817525-08c46ccf-4c20-458f-92a1-5d4db001b90a,,2026-07-12 01:13:37.525000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",True,Android,1744579851707x640487742075829500,main_list,true,,,,,,,,,,,,,,,impression
79e1e56d-97ae-4457-9265-424f812b27dd,ajs-next-1783818805200-3979e1e5-6d97-4ef4-97d2-65424f812b27,,2026-07-12 01:13:25.200000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",True,Android,,,,start,start,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,start,start,,,,,,page
79e1e56d-97ae-4457-9265-424f812b27dd,ajs-next-1783818817222-d29108c4-6ccf-4c20-b58f-d2a15d4db001,,2026-07-12 01:13:37.222000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",True,Android,,sidebar,true,,,,,,,,,,,,,,,impression
79e1e56d-97ae-4457-9265-424f812b27dd,ajs-next-1783818817833-6ccf4c20-358f-42a1-9d4d-b001b90a7d41,,2026-07-12 01:13:37.833000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",True,Android,"1744740154739x566945822952470660, 1754081360962x724252535884739300, 1747827548541x313848517899538500, 1745528732739x896561533370513300, 1758312173588x895819358343598700, 1766011883106x917993758751800300, 1747398900475x598159844147748100, 1764342295066x618134664283571500, 1751425811600x127124815802215140, 1751224250248x539537516841198200, 1768584016102x834619843946063900, 1744175271939x575064790204550460, 1750783679107x801419812763124500, 1763672237927x725969385673238800, 1763305551668x997299018011994600, 1746631267951x741803061642879500, 1770152894907x464897480736850900, 1761930377989x951815782791809400, 1759153763139x433792388290277000, 1744398484109x785674167096991400, 1762957766158x632118084948257900, 1746548006831x128230088489826860, 1779564452798x328047204556438640, 1746765568691x979794717919274100, 1768426055630x579798080961828200, 1754927931120x470668069008822300, 1776210729408x448410210135887360, 1777042863057x294476376362385400, 1764963280733x431041418968701760, 1775058462201x523059865418210800, 1744743906400x631087870982087000, 1779207002005x542183775914824900, 1747163465846x476237095610093000, 1748581534531x956271769254002200, 1744643921578x315333816253624100, 1771436045389x658317953644361100, 1764711530894x480989914892320700, 1745597587022x519433479989605000, 1779898672007x583448227567234600, 1744760380914x558772773612561600, 1746635677548x343522492232585660, 1749057953945x756346430245684600, 1778678470875x691076180629588500, 1765399408996x262641226191956400, 1776552489781x780158200693874000, 1752687366861x422755081931784260, 1746843461447x686795565273950000, 1744397288473x909294892772270800, 1761919898226x928695665795906700, 1777052217878x935579896985562900, 1779223019066x495549806274790700, 1776360466250x658348247885801300, 1769635123521x385801932800474700, 1750783674403x491887953737125700, 1752182630575x854371423894944000, 1771545376609x752763268373144000, 1746855895334x711816173120128000, 1776360294100x840938158936498600, 1750784029587x963255839088365200, 1747183179554x540122160625888100, 1747864432460x772931238395911000, 1781791909727x427924501831676600, 1749580724532x760028975589297300, 1748389292320x918627677903932400, 1743547621069x279645472884266780, 1755621956288x571897163769246900, 1751744301621x758526182685981300, 1759423986281x805514757919405700, 1771517879190x523242735258870900, 1763255155587x707008769292458900, 1770943484557x164806709481949200, 1755271286521x378031808974615550, 1754941249648x796792188496967000, 1757438153395x416809556103947500, 1748365021326x105262688542451250, 1783629215270x470942340385689600, 1775244057768x699511577684581800, 1745533127765x291393362647413700, 1747221865162x703532834449508000, 1752717497153x537286585580736960, 1758120880051x675194275556497400, 1750785338983x949958887494882000, 1750423781412x480534435350699700, 1747420152884x437771544876149700, 1760458225389x690604949380638100, 1763569204895x378265538177280400, 1754949567759x639105313824555300, 1763509156539x144450665564595840, 1746827109704x963221719337950200, 1751749348389x952656707958261400, 1745273541628x945470626229355500, 1753985929691x853149258569598100, 1771538218470x758525499484679000, 1749742920378x965836759111504900, 1768581853937x610498789092930300, 1772482882558x843076024552954900, 1744319857648x144922844539837200, 1763148950401x545361905340972600, 1770755356265x111382421474427680, 1747848709032x210920410073364830, 1746938798847x931997689495082400, 1747185390251x665604546429507900, 1764781838221x716772635359430500, 1744737250347x219277345743008400, 1747216018889x770977089491677400, 1754505203290x671062062407191900, 1746467711533x453074785848415400, 1762889659042x996969350831174300, 1755533063776x956164571796881400, 1744751205492x235134337285239230, 1774573166178x561429420668618400, 1744907031541x119079844893356540, 1753982403438x535213824960417500, 1744134674881x127285411168640110, 1750436264420x989591292213482400, 1751319669665x621437589169731200, 1766070455303x639821695383855700, 1754624056001x759184470890143000, 1753465897836x101289632151690960, 1765991015203x350068785849064760, 1771433486472x495156137805681660, 1776102250538x198432379819539760, 1744579851707x640487742075829500, 1771003581692x955050931630977700, 1753911193017x504194995643152640, 1747170561218x640297169073643000, 1747415704843x665338483592092500, 1768238584049x399775147114029200, 1744282156200x727555159743162000, 1768844277981x664142917381285000, 1761762460002x434978052003146300, 1757369121056x350487849823425600, 1753374338412x209529915103450200, 1744736810207x919925185055488400, 1758568877707x715638242996164100, 1777921226784x512595595894430850, 1749173974503x736079030141835600, 1768427614253x929508274229176300, 1749068120323x412920063824988600, 1771021914207x198452557005754900, 1744157592334x292550965261606100, 1753135741395x558904608479141570, 1777405836126x277715594249416060, 1783603380895x646194509208660700, 1779371355755x238144527494011940, 1778185404695x597979725335827200, 1747184079669x994211808429350800, 1764893879099x465248075524681500, 1744260813114x505427712482621440, 1747165674437x491901038958021200, 1757720364741x595714121363069200, 1763408145585x201322720695875870, 1750784475796x702583457937545900, 1747594874125x270237571814453630, 1759930025997x126109694575208930, 1761762406893x958878656538368500, 1744391553368x301043576290850300, 1778709723276x637265650543127800, 1772982809798x739419868972941400, 1744335958024x226211831616957250, 1743549178851x847080663521240200, 1753909381745x872991521395046100, 1762364811793x796217509980630800, 1754084205128x675147807630683600, 1757355028996x505189727810192200, 1762271200864x775090106640580500, 1760118921086x941497076227920600, 1757437593796x460281345015416640, 1776373432940x530737443814194940, 1777042895042x187867473484191420, 1782146204142x629417106351450200, 1744748222708x779656090283929300, 1769719058268x843927058977011000, 1765001972595x338020444395840100, 1758147388607x898014240790697700, 1781734682517x295026001124971000, 1761044854709x307607562836745150, 1751402056748x637551618886434600, 1781830336957x808577548450478500, 1777321143190x321072500270616060",,false,,,,,,,,,,,,,,,impression
79e1e56d-97ae-4457-9265-424f812b27dd,ajs-next-1783818816901-29c8d291-08c4-4ccf-8c20-358fd2a15d4d,,2026-07-12 01:13:36.901000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",True,Android,,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,search,search,,,,,,page
294cea35-845a-47a8-bde5-11a4aac683b5,ajs-next-1783820861047-54294cea-3584-4a57-a83d-e511a4aac683,,2026-07-12 01:47:41.046000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36 (compatible; Google-Read-Aloud; +https://support.google.com/webmasters/answer/1061943)",/search,,?query&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query&category=Other,[],False,,,,,search,search,/search,,?query&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query&category=Other,search,search,,,,,,page
294cea35-845a-47a8-bde5-11a4aac683b5,ajs-next-1783820861536-57a83de5-11a4-4ac6-83b5-7b9bc9a90378,,2026-07-12 01:47:41.535000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36 (compatible; Google-Read-Aloud; +https://support.google.com/webmasters/answer/1061943)",/search,,?query&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query&category=Other,[],False,,"1750783679107x801419812763124500, 1758120880051x675194275556497400, 1778185404695x597979725335827200, 1762271200864x775090106640580500, 1744260813114x505427712482621440, 1755271286521x378031808974615550, 1747170561218x640297169073643000, 1750784475796x702583457937545900, 1769635123521x385801932800474700, 1783629215270x470942340385689600, 1746843461447x686795565273950000, 1753985929691x853149258569598100, 1750423781412x480534435350699700, 1764711530894x480989914892320700, 1749580724532x760028975589297300, 1744282156200x727555159743162000, 1777042895042x187867473484191420, 1768427614253x929508274229176300, 1769719058268x843927058977011000, 1752687366861x422755081931784260, 1779898672007x583448227567234600, 1748581534531x956271769254002200, 1748365021326x105262688542451250, 1746467711533x453074785848415400, 1771538218470x758525499484679000, 1758568877707x715638242996164100, 1751744301621x758526182685981300, 1763509156539x144450665564595840, 1747184079669x994211808429350800, 1744907031541x119079844893356540, 1763569204895x378265538177280400, 1744319857648x144922844539837200, 1770755356265x111382421474427680, 1760118921086x941497076227920600, 1761044854709x307607562836745150, 1752182630575x854371423894944000, 1776210729408x448410210135887360, 1748389292320x918627677903932400, 1762889659042x996969350831174300, 1766070455303x639821695383855700, 1745533127765x291393362647413700, 1781830336957x808577548450478500, 1747163465846x476237095610093000, 1749068120323x412920063824988600, 1754941249648x796792188496967000, 1751402056748x637551618886434600, 1754949567759x639105313824555300, 1783603380895x646194509208660700, 1747221865162x703532834449508000, 1746548006831x128230088489826860, 1768844277981x664142917381285000, 1779223019066x495549806274790700, 1753465897836x101289632151690960, 1764342295066x618134664283571500, 1757355028996x505189727810192200, 1744736810207x919925185055488400, 1774573166178x561429420668618400, 1765001972595x338020444395840100, 1771021914207x198452557005754900, 1757720364741x595714121363069200, 1744743906400x631087870982087000, 1771545376609x752763268373144000, 1745597587022x519433479989605000, 1781791909727x427924501831676600, 1747165674437x491901038958021200, 1763305551668x997299018011994600, 1762364811793x796217509980630800, 1777921226784x512595595894430850, 1744737250347x219277345743008400, 1758147388607x898014240790697700",,false,,,,,,,,,,,,,,,impression
294cea35-845a-47a8-bde5-11a4aac683b5,ajs-next-1783820861325-ea35845a-57a8-4de5-91a4-aac683b57b9b,,2026-07-12 01:47:41.324000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36 (compatible; Google-Read-Aloud; +https://support.google.com/webmasters/answer/1061943)",/search,,?query&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query&category=Other,[],False,,,sidebar,true,,,,,,,,,,,,,,,impression
294cea35-845a-47a8-bde5-11a4aac683b5,ajs-next-1783820861481-845a57a8-3de5-41a4-aac6-83b57b9bc9a9,,2026-07-12 01:47:41.480000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36 (compatible; Google-Read-Aloud; +https://support.google.com/webmasters/answer/1061943)",/search,,?query&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query&category=Other,[],False,,1781830336957x808577548450478500,main_list,true,,,,,,,,,,,,,,,impression
9fedd185-67d1-4652-a426-7e2c22373b61,ajs-next-1783948864576-7e2c2237-3b61-4758-aa4f-862fdb5e375f,,2026-07-13 13:21:04.576000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5.2 Mobile/15E148 Safari/604.1",/search,,?query=hvac&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=hvac&category=Home%20Services,,,,1744335958024x226211831616957250,main_list,true,,,,,,,,,,,,,,,impression
