anonymousId,originalTimestamp,messageId,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,business_id,sponsored_listing,category,name,path,referrer,search,title,url,category_properties,name_properties,userAgentData.brands,userAgentData.mobile,userAgentData.platform,traits,button_name,location,search_text,event_type
e2b46204-bc22-47ef-b71e-4ca919da3cfb,2026-08-04 09:50:54.172000+00:00,ajs-next-1785837054172-bc22f7ef-b71e-4ca9-99da-3cfbc65e3672,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1771436045389x658317953644361100, 1753982403438x535213824960417500, 1770943484557x164806709481949200, 1781830336957x808577548450478500, 1744643921578x315333816253624100, 1744579851707x640487742075829500, 1752717497153x537286585580736960",true,,,,,,,,,,,,,,,,,impression
e2b46204-bc22-47ef-b71e-4ca919da3cfb,2026-08-04 09:50:53.480000+00:00,ajs-next-1785837053480-65e2b462-04bc-42f7-afb7-1e4ca919da3c,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,page
e2b46204-bc22-47ef-b71e-4ca919da3cfb,2026-08-04 09:50:53.488000+00:00,ajs-next-1785837053488-6204bc22-f7ef-471e-8ca9-19da3cfbc65e,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1771436045389x658317953644361100, 1753982403438x535213824960417500, 1770943484557x164806709481949200, 1781830336957x808577548450478500, 1744643921578x315333816253624100, 1744579851707x640487742075829500, 1752717497153x537286585580736960",true,,,,,,,,,,,,,,,,,impression
699f21d7-4575-452a-bd31-7a91d70a083a,2026-08-04 10:37:10.884000+00:00,ajs-next-1785839830884-7a91d70a-083a-4b22-8807-179b75ce2883,,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/136.0.0.0 Safari/537.36",/search,,?category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?category=Other,"1760458225389x690604949380638100, 1761044854709x307607562836745150, 1779223019066x495549806274790700, 1782146204142x629417106351450200, 1784643082658x121064733756065300, 1744740154739x566945822952470660, 1766070455303x639821695383855700, 1750783679107x801419812763124500, 1749173974503x736079030141835600, 1771003581692x955050931630977700, 1776552489781x780158200693874000, 1754949567759x639105313824555300, 1745597587022x519433479989605000, 1768584016102x834619843946063900, 1744260813114x505427712482621440, 1759930025997x126109694575208930, 1762271200864x775090106640580500, 1747415704843x665338483592092500, 1748389292320x918627677903932400, 1747216018889x770977089491677400, 1777405836126x277715594249416060, 1744391553368x301043576290850300, 1753135741395x558904608479141570, 1751744301621x758526182685981300, 1754927931120x470668069008822300, 1763569204895x378265538177280400, 1757437593796x460281345015416640, 1762889659042x996969350831174300, 1750783674403x491887953737125700, 1750785338983x949958887494882000, 1751749348389x952656707958261400, 1776360294100x840938158936498600, 1744175271939x575064790204550460, 1744319857648x144922844539837200, 1749742920378x965836759111504900, 1744134674881x127285411168640110, 1749580724532x760028975589297300, 1747827548541x313848517899538500, 1744751205492x235134337285239230, 1750784029587x963255839088365200, 1779371355755x238144527494011940, 1763305551668x997299018011994600, 1750784475796x702583457937545900, 1750423781412x480534435350699700, 1778185404695x597979725335827200, 1764711530894x480989914892320700, 1747221865162x703532834449508000, 1777042895042x187867473484191420, 1775058462201x523059865418210800, 1744743906400x631087870982087000, 1744398484109x785674167096991400, 1744397288473x909294892772270800, 1771517879190x523242735258870900, 1747170561218x640297169073643000, 1771545376609x752763268373144000, 1750436264420x989591292213482400, 1781830336957x808577548450478500, 1764963280733x431041418968701760, 1747398900475x598159844147748100, 1783629215270x470942340385689600, 1754081360962x724252535884739300, 1758568877707x715638242996164100, 1751224250248x539537516841198200, 1747594874125x270237571814453630, 1759153763139x433792388290277000, 1776373432940x530737443814194940, 1757720364741x595714121363069200, 1745273541628x945470626229355500, 1744907031541x119079844893356540, 1776210729408x448410210135887360, 1751425811600x127124815802215140, 1768581853937x610498789092930300, 1759423986281x805514757919405700, 1758147388607x898014240790697700, 1747848709032x210920410073364830, 1761762406893x958878656538368500, 1783603380895x646194509208660700, 1764781838221x716772635359430500, 1752182630575x854371423894944000, 1745528732739x896561533370513300, 1779898672007x583448227567234600, 1781791909727x427924501831676600, 1748581534531x956271769254002200, 1763509156539x144450665564595840, 1763672237927x725969385673238800, 1753465897836x101289632151690960, 1771538218470x758525499484679000, 1744157592334x292550965261606100, 1749057953945x756346430245684600, 1757369121056x350487849823425600, 1749068120323x412920063824988600, 1744643921578x315333816253624100, 1765001972595x338020444395840100, 1744579851707x640487742075829500, 1754941249648x796792188496967000, 1754505203290x671062062407191900, 1754084205128x675147807630683600, 1764893879099x465248075524681500, 1757355028996x505189727810192200, 1761762460002x434978052003146300, 1753985929691x853149258569598100, 1761919898226x928695665795906700, 1764342295066x618134664283571500, 1744737250347x219277345743008400, 1755621956288x571897163769246900, 1744736810207x919925185055488400, 1779207002005x542183775914824900, 1775244057768x699511577684581800, 1745533127765x291393362647413700, 1746855895334x711816173120128000, 1768238584049x399775147114029200, 1776102250538x198432379819539760, 1769635123521x385801932800474700, 1744760380914x558772773612561600, 1779564452798x328047204556438640, 1777052217878x935579896985562900, 1746938798847x931997689495082400, 1774573166178x561429420668618400, 1770152894907x464897480736850900, 1763408145585x201322720695875870, 1760118921086x941497076227920600, 1772482882558x843076024552954900, 1748365021326x105262688542451250, 1778678470875x691076180629588500, 1751402056748x637551618886434600, 1744748222708x779656090283929300, 1777921226784x512595595894430850, 1746548006831x128230088489826860, 1747163465846x476237095610093000, 1785246262777x370343103907722500, 1755271286521x378031808974615550, 1754624056001x759184470890143000, 1755533063776x956164571796881400, 1778709723276x637265650543127800, 1762957766158x632118084948257900, 1747185390251x665604546429507900, 1781734682517x295026001124971000, 1747420152884x437771544876149700, 1743549178851x847080663521240200, 1758120880051x675194275556497400, 1768427614253x929508274229176300, 1744282156200x727555159743162000, 1765399408996x262641226191956400, 1770943484557x164806709481949200, 1768844277981x664142917381285000, 1771433486472x495156137805681660, 1753982403438x535213824960417500, 1766011883106x917993758751800300, 1771021914207x198452557005754900, 1771436045389x658317953644361100, 1747184079669x994211808429350800, 1777321143190x321072500270616060, 1753911193017x504194995643152640, 1752687366861x422755081931784260, 1743547621069x279645472884266780, 1752717497153x537286585580736960, 1758312173588x895819358343598700, 1761930377989x951815782791809400, 1747864432460x772931238395911000, 1746467711533x453074785848415400, 1744335958024x226211831616957250, 1757438153395x416809556103947500, 1762364811793x796217509980630800, 1746635677548x343522492232585660, 1772982809798x739419868972941400, 1751319669665x621437589169731200, 1770755356265x111382421474427680, 1746843461447x686795565273950000, 1746827109704x963221719337950200, 1769719058268x843927058977011000, 1753374338412x209529915103450200, 1747165674437x491901038958021200, 1763255155587x707008769292458900, 1777042863057x294476376362385400, 1746765568691x979794717919274100, 1746631267951x741803061642879500, 1747183179554x540122160625888100, 1776360466250x658348247885801300, 1768426055630x579798080961828200, 1765991015203x350068785849064760, 1763148950401x545361905340972600, 1753909381745x872991521395046100",false,,,,,,,,,,[],False,,,,,,impression
fe5c642f-31da-4903-9ff5-59d0eea40a84,2026-08-04 14:43:38.821000+00:00,ajs-next-1785854618821-28fe5c64-2f31-4a39-831f-f559d0eea40a,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,1747216018889x770977089491677400,,profile,business_profile,/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,profile,business_profile,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Google Chrome', 'version': '150'}]",False,Windows,,,,,page
b480714d-e18a-4291-aa58-4989f69f40da,2026-08-04 17:16:47.998000+00:00,ajs-next-1785863807998-714de18a-b291-4a58-8989-f69f40da596c,,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1744643921578x315333816253624100, 1752717497153x537286585580736960, 1781830336957x808577548450478500, 1771436045389x658317953644361100, 1770943484557x164806709481949200, 1753982403438x535213824960417500, 1744579851707x640487742075829500",true,,,,,,,,,,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,,,,,impression
ce2dcdd7-94b8-4986-9274-debfa30a833e,2026-08-04 17:21:29.313000+00:00,ajs-next-1785864089313-b9287949-b2db-4f9e-b70d-e08ccf5773ff,1775058462201x523059865418210800,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/business_profile/roof-technologies-llc-1744579851707x640487742075829500,https://coloradocatholicbusinessdirectory.com/,,"Védeni Property Inspections, LLC | Colorado Catholic Business Directory",https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,1744579851707x640487742075829500,,profile,business_profile,/business_profile/roof-technologies-llc-1744579851707x640487742075829500,https://coloradocatholicbusinessdirectory.com/,,"Védeni Property Inspections, LLC | Colorado Catholic Business Directory",https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,profile,business_profile,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,,,,,page
b480714d-e18a-4291-aa58-4989f69f40da,2026-08-04 17:16:46.063000+00:00,ajs-next-1785863806063-99b48071-4de1-4ab2-91ea-584989f69f40,,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,,,,,page
ce2dcdd7-94b8-4986-9274-debfa30a833e,2026-08-04 17:21:27.668000+00:00,ajs-next-1785864087668-5b9132f6-dd9f-46fa-9910-17794924b19d,1775058462201x523059865418210800,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/business_profile/sam-biller---remax-professionals--1781830336957x808577548450478500,https://coloradocatholicbusinessdirectory.com/,,"Védeni Property Inspections, LLC | Colorado Catholic Business Directory",https://coloradocatholicbusinessdirectory.com/business_profile/sam-biller---remax-professionals--1781830336957x808577548450478500,1781830336957x808577548450478500,,profile,business_profile,/business_profile/sam-biller---remax-professionals--1781830336957x808577548450478500,https://coloradocatholicbusinessdirectory.com/,,"Védeni Property Inspections, LLC | Colorado Catholic Business Directory",https://coloradocatholicbusinessdirectory.com/business_profile/sam-biller---remax-professionals--1781830336957x808577548450478500,profile,business_profile,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,,,,,page
ce2dcdd7-94b8-4986-9274-debfa30a833e,2026-08-04 17:21:29.309000+00:00,ajs-next-1785864089310-139eb928-7949-42db-bf9e-b70de08ccf57,1775058462201x523059865418210800,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",/business_profile/roof-technologies-llc-1744579851707x640487742075829500,https://coloradocatholicbusinessdirectory.com/,,"Védeni Property Inspections, LLC | Colorado Catholic Business Directory",https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '150'}, {'brand': 'Microsoft Edge', 'version': '150'}]",False,Windows,"{'business_id': '1775058462201x523059865418210800', 'email': 'dan@vedenipro.com', 'is_logged_in': True}",,,,identify
