name,userId,originalTimestamp,anonymousId,category,messageId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,business_id,category_properties,name_properties,sponsored_listing,city,search_text,location,parish,button_name,properties,traits,email,input_value,input_num,input_name,address,other_category,description,display_email,business_name,main_category,phone,sub_category,website,event_type
business_profile,,2026-02-10 10:06:47.197000+00:00,7bd22f7a-7143-4c28-8106-e7e7836dae8d,profile,ajs-next-1770718007197-6b7bd22f-7a71-434c-a841-06e7e7836dae,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/wild-goose-music-1750436264420x989591292213482400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/wild-goose-music-1750436264420x989591292213482400,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,/business_profile/wild-goose-music-1750436264420x989591292213482400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/wild-goose-music-1750436264420x989591292213482400,1750436264420x989591292213482400,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
start,,2026-02-10 10:07:17.309000+00:00,7bd22f7a-7143-4c28-8106-e7e7836dae8d,start,ajs-next-1770718037310-51be6ce0-3d34-47fb-9012-9facd5203597,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,,,,,,,,,,,,,,,,,,,,,,page
business_profile,,2026-02-10 12:03:17.587000+00:00,48526802-ba80-4b07-8db8-34a7ee924f0e,profile,ajs-next-1770724997587-5b4553a0-c8fb-4a62-8ae4-11c378fe39d5,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,1753982403438x535213824960417500,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
business_profile,,2026-02-10 12:03:23.800000+00:00,48526802-ba80-4b07-8db8-34a7ee924f0e,profile,ajs-next-1770725003800-dc6ede73-6c45-49ae-8c11-59b3cbb1ec67,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,1743547621069x279645472884266780,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
start,,2026-02-10 12:03:27.836000+00:00,48526802-ba80-4b07-8db8-34a7ee924f0e,start,ajs-next-1770725007836-a37d7aa6-d68c-4d29-87de-17046e87405c,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,,,,,,,,,,,,,,,,,,,,,,page
business_profile,,2026-02-10 12:03:14.893000+00:00,48526802-ba80-4b07-8db8-34a7ee924f0e,profile,ajs-next-1770724994893-a8485268-02ba-40ab-874d-b834a7ee924f,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,1743549178851x847080663521240200,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
,,2026-02-10 14:34:24.023000+00:00,77f19e74-c842-46f2-866b-0d6562c2fa2b,Finance,ajs-next-1770734064023-866b0d65-62c2-4a2b-b236-0739078dff22,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",True,Android,,,,,,,,,,,CPA,,,,,,,,,,,,,,,,,,,search
,,2026-02-10 14:34:27.642000+00:00,77f19e74-c842-46f2-866b-0d6562c2fa2b,,ajs-next-1770734067642-c9caea8e-3d62-42a3-96a9-75f3ca3ddc8a,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=CPA&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=CPA&category=Finance,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",True,Android,,,,,,1753982403438x535213824960417500,,,true,,,main_list,,,,,,,,,,,,,,,,,,impression
,,2026-02-10 14:34:42.989000+00:00,77f19e74-c842-46f2-866b-0d6562c2fa2b,,ajs-next-1770734082989-3d6222a3-56a9-45f3-8a3d-dc8aa2cfa8a6,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=CPA&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=CPA&category=Finance,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",True,Android,,,,,,1746827109704x963221719337950200,,,false,,,,,profile_arrow,,,,,,,,,,,,,,,,button_click
search,,2026-02-10 14:34:26.924000+00:00,77f19e74-c842-46f2-866b-0d6562c2fa2b,search,ajs-next-1770734066924-af3b4c8e-c9ca-4a8e-bd62-22a356a975f3,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=CPA&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=CPA&category=Finance,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",True,Android,/search,https://coloradocatholicbusinessdirectory.com/,?query=CPA&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=CPA&category=Finance,,search,search,,,,,,,,,,,,,,,,,,,,,,page
,,2026-02-10 14:34:23.705000+00:00,77f19e74-c842-46f2-866b-0d6562c2fa2b,,ajs-next-1770734063705-16f2866b-0d65-42c2-ba2b-72360739078d,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",True,Android,,,,,,,,,,,,,,search,,,,,,,,,,,,,,,,button_click
business_profile,,2026-02-10 14:34:44.868000+00:00,77f19e74-c842-46f2-866b-0d6562c2fa2b,profile,ajs-next-1770734084868-c5c07de3-8677-4411-9a17-c9f07a22861b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",/business_profile/principle-accounting-llc-1746827109704x963221719337950200,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/principle-accounting-llc-1746827109704x963221719337950200,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",True,Android,/business_profile/principle-accounting-llc-1746827109704x963221719337950200,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/principle-accounting-llc-1746827109704x963221719337950200,1746827109704x963221719337950200,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
,,2026-02-10 14:34:04.121000+00:00,77f19e74-c842-46f2-866b-0d6562c2fa2b,,ajs-next-1770734044121-c84216f2-866b-4d65-a2c2-fa2b72360739,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",True,Android,,,,,,"1753982403438x535213824960417500, 1744579851707x640487742075829500, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1744335958024x226211831616957250, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1752717497153x537286585580736960",,,true,,,,,,,,,,,,,,,,,,,,,impression
,,2026-02-10 14:34:04.110000+00:00,77f19e74-c842-46f2-866b-0d6562c2fa2b,,ajs-next-1770734044110-9e74c842-16f2-466b-8d65-62c2fa2b7236,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",True,Android,,,,,,"1753982403438x535213824960417500, 1744579851707x640487742075829500, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1744335958024x226211831616957250, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1752717497153x537286585580736960",,,true,,,,,,,,,,,,,,,,,,,,,impression
,,2026-02-10 14:34:27.976000+00:00,77f19e74-c842-46f2-866b-0d6562c2fa2b,,ajs-next-1770734067976-ea8e3d62-22a3-46a9-b5f3-ca3ddc8aa2cf,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=CPA&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=CPA&category=Finance,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",True,Android,,,,,,1746827109704x963221719337950200,,,false,,,,,,,,,,,,,,,,,,,,,impression
index,,2026-02-10 14:34:03.650000+00:00,77f19e74-c842-46f2-866b-0d6562c2fa2b,index,ajs-next-1770734043650-0277f19e-74c8-4216-b286-6b0d6562c2fa,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",True,Android,/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,,,,,,,,,,,,,,page
,,2026-02-10 14:34:27.240000+00:00,77f19e74-c842-46f2-866b-0d6562c2fa2b,,ajs-next-1770734067240-4c8ec9ca-ea8e-4d62-a2a3-56a975f3ca3d,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=CPA&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=CPA&category=Finance,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",True,Android,,,,,,,,,true,,,sidebar,,,,,,,,,,,,,,,,,,impression
,,2026-02-10 16:31:03.765000+00:00,f18257cd-61d7-43e5-8cfb-7af9e57e88a5,,ajs-next-1770741063765-57cd61d7-53e5-4cfb-baf9-e57e88a56782,"Mozilla/5.0 (Linux; Android 12; SM-A125F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/144.0.7559.117 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/547.0.0.41.68;IABMV/1;]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEe3Gb8TRAAeryCCCMICfqNpRYpMPKdYvcd5ocgT_XXJRz5zRq5jMflC_EizfE_aem_1FVfr_Kn0IECOjl4M-ADSw,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEe3Gb8TRAAeryCCCMICfqNpRYpMPKdYvcd5ocgT_XXJRz5zRq5jMflC_EizfE_aem_1FVfr_Kn0IECOjl4M-ADSw,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Linux,,,,,,"1750436264420x989591292213482400, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500",,,true,,,,,,,,,,,,,,,,,,,,,impression
index,,2026-02-10 16:31:03.752000+00:00,f18257cd-61d7-43e5-8cfb-7af9e57e88a5,index,ajs-next-1770741063752-dbf18257-cd61-4753-a5cc-fb7af9e57e88,"Mozilla/5.0 (Linux; Android 12; SM-A125F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/144.0.7559.117 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/547.0.0.41.68;IABMV/1;]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEe3Gb8TRAAeryCCCMICfqNpRYpMPKdYvcd5ocgT_XXJRz5zRq5jMflC_EizfE_aem_1FVfr_Kn0IECOjl4M-ADSw,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEe3Gb8TRAAeryCCCMICfqNpRYpMPKdYvcd5ocgT_XXJRz5zRq5jMflC_EizfE_aem_1FVfr_Kn0IECOjl4M-ADSw,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Linux,/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEe3Gb8TRAAeryCCCMICfqNpRYpMPKdYvcd5ocgT_XXJRz5zRq5jMflC_EizfE_aem_1FVfr_Kn0IECOjl4M-ADSw,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEe3Gb8TRAAeryCCCMICfqNpRYpMPKdYvcd5ocgT_XXJRz5zRq5jMflC_EizfE_aem_1FVfr_Kn0IECOjl4M-ADSw,,index,index,,,,,,,,,,,,,,,,,,,,,,page
,,2026-02-10 16:31:04.247000+00:00,f18257cd-61d7-43e5-8cfb-7af9e57e88a5,,ajs-next-1770741064247-61d753e5-ccfb-4af9-a57e-88a567825124,"Mozilla/5.0 (Linux; Android 12; SM-A125F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/144.0.7559.117 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/547.0.0.41.68;IABMV/1;]",/,https://www.facebook.com/,?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEe3Gb8TRAAeryCCCMICfqNpRYpMPKdYvcd5ocgT_XXJRz5zRq5jMflC_EizfE_aem_1FVfr_Kn0IECOjl4M-ADSw,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAEe3Gb8TRAAeryCCCMICfqNpRYpMPKdYvcd5ocgT_XXJRz5zRq5jMflC_EizfE_aem_1FVfr_Kn0IECOjl4M-ADSw,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Linux,,,,,,"1750436264420x989591292213482400, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500",,,true,,,,,,,,,,,,,,,,,,,,,impression
business_profile,,2026-02-10 18:15:18.564000+00:00,091e7454-759b-42f2-aa1c-643b57951f78,profile,ajs-next-1770747318564-1b091e74-5475-4bc2-b26a-1c643b57951f,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/office-rebel-freelance-secretary-1752717497153x537286585580736960,1752717497153x537286585580736960,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
start,,2026-02-10 18:15:28.531000+00:00,091e7454-759b-42f2-aa1c-643b57951f78,start,ajs-next-1770747328531-d37436ff-0128-4565-8ea7-eaa89863186c,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,,,,,,,,,,,,,,,,,,,,,,page
index,,2026-02-10 19:05:34.606000+00:00,3f684eb9-381b-4c27-82d7-3ff5f5518f67,index,ajs-next-1770750334606-fc3f684e-b938-4bcc-a782-d73ff5f5518f,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,,,,,,,,,,,,,,page
,,2026-02-10 19:05:34.610000+00:00,3f684eb9-381b-4c27-82d7-3ff5f5518f67,,ajs-next-1770750334610-4eb9381b-cc27-42d7-bff5-f5518f67a114,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1750436264420x989591292213482400, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1743547621069x279645472884266780, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1743549178851x847080663521240200",,,true,,,,,,,,,,,,,,,,,,,,,impression
,,2026-02-10 19:05:34.950000+00:00,3f684eb9-381b-4c27-82d7-3ff5f5518f67,,ajs-next-1770750334950-381bcc27-82d7-4ff5-b551-8f67a114859e,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1750436264420x989591292213482400, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1743547621069x279645472884266780, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1743549178851x847080663521240200",,,true,,,,,,,,,,,,,,,,,,,,,impression
search,1768844277981x664142917381285000,2026-02-10 20:08:30.821000+00:00,a5e2565d-b920-486c-9d81-3e25a4219016,search,ajs-next-1770754110821-9bcdcf6f-f3ad-4b01-87d4-7f3ea4fa68ea,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,,,,,"{'path': '/search', 'referrer': 'https://coloradocatholicbusinessdirectory.com/', 'search': '', 'title': 'Search | Colorado Catholic Business Directory', 'url': 'https://coloradocatholicbusinessdirectory.com/search', 'category': 'search', 'name': 'search'}",,,,,,,,,,,,,,,page
,1770755356265x111382421474427680,2026-02-10 20:36:03.007000+00:00,7b9ca849-5a7f-4493-b2d6-b20d7d9c05c1,,ajs-next-1770755763007-58e19545-2bcd-4be6-87f5-d6b3162d846e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/business_profile/evan-collyer---auto-brokerconsultant,https://coloradocatholicbusinessdirectory.com/,,Evan Collyer Auto Broker/Consultant | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/evan-collyer---auto-brokerconsultant,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,,,,,,"{'business_id': '1770755356265x111382421474427680', 'email': 'ecollyer@jfrcars.com', 'is_logged_in': True}",,,,,,,,,,,,,,identify
business_profile,1770755356265x111382421474427680,2026-02-10 20:37:02.087000+00:00,7b9ca849-5a7f-4493-b2d6-b20d7d9c05c1,profile,ajs-next-1770755822087-ae9b5a56-8fa1-485e-acc6-ac95aec2b29b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/business_profile/evan-collyer---auto-brokerconsultant,https://coloradocatholicbusinessdirectory.com/,,Evan Collyer Auto Broker/Consultant | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/evan-collyer---auto-brokerconsultant,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,,,,,"{'path': '/business_profile/evan-collyer---auto-brokerconsultant', 'referrer': 'https://coloradocatholicbusinessdirectory.com/', 'search': '', 'title': 'Evan Collyer Auto Broker/Consultant | Colorado Catholic Business Directory', 'url': 'https://coloradocatholicbusinessdirectory.com/business_profile/evan-collyer---auto-brokerconsultant', 'business_id': '1770755356265x111382421474427680', 'category': 'profile', 'name': 'business_profile'}",,,,,,,,,,,,,,,page
