originalTimestamp,anonymousId,messageId,userId,category,name,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,search_text,button_name,location,city,parish,event_type
2026-06-16 00:01:18.955000+00:00,598934d9-1a85-41f8-9e19-4979462e3a56,ajs-next-1781568078955-b4598934-d91a-4501-b81e-194979462e3a,,start,start,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/136.0.0.0 Safari/537.36",/start,,,Login,https://coloradocatholicbusinessdirectory.com/start,[],False,,/start,,,Login,https://coloradocatholicbusinessdirectory.com/start,start,start,,,,,,,,page
2026-06-16 03:12:06.020000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579526020-15cc585a-7c07-4f93-9ac1-11ffd0966594,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,,,,"1754081360962x724252535884739300, 1745533127765x291393362647413700, 1762271200864x775090106640580500, 1762364811793x796217509980630800, 1752717497153x537286585580736960, 1750784029587x963255839088365200, 1768581853937x610498789092930300, 1770152894907x464897480736850900, 1779898672007x583448227567234600, 1751749348389x952656707958261400, 1763408145585x201322720695875870, 1747184079669x994211808429350800, 1758568877707x715638242996164100, 1747185390251x665604546429507900, 1754505203290x671062062407191900, 1755621956288x571897163769246900, 1777052217878x935579896985562900, 1761919898226x928695665795906700, 1744743906400x631087870982087000, 1747170561218x640297169073643000, 1744397288473x909294892772270800, 1751224250248x539537516841198200, 1753465897836x101289632151690960, 1779564452798x328047204556438640, 1775244057768x699511577684581800, 1769635123521x385801932800474700, 1778185404695x597979725335827200, 1757438153395x416809556103947500, 1750783679107x801419812763124500, 1749057953945x756346430245684600, 1747216018889x770977089491677400, 1744282156200x727555159743162000, 1744319857648x144922844539837200, 1766070455303x639821695383855700, 1744175271939x575064790204550460, 1776360466250x658348247885801300, 1760118921086x941497076227920600, 1750436264420x989591292213482400, 1746548006831x128230088489826860, 1744760380914x558772773612561600, 1744398484109x785674167096991400, 1744736810207x919925185055488400, 1761044854709x307607562836745150, 1746467711533x453074785848415400, 1753985929691x853149258569598100, 1747183179554x540122160625888100, 1757369121056x350487849823425600, 1749068120323x412920063824988600, 1747398900475x598159844147748100, 1758147388607x898014240790697700, 1763672237927x725969385673238800, 1753374338412x209529915103450200, 1764781838221x716772635359430500, 1766011883106x917993758751800300, 1748581534531x956271769254002200, 1765001972595x338020444395840100, 1777042895042x187867473484191420, 1750423781412x480534435350699700, 1771545376609x752763268373144000, 1764711530894x480989914892320700, 1744643921578x315333816253624100, 1771436045389x658317953644361100, 1744260813114x505427712482621440, 1748389292320x918627677903932400, 1776552489781x780158200693874000, 1751744301621x758526182685981300, 1746827109704x963221719337950200, 1747420152884x437771544876149700, 1754927931120x470668069008822300, 1748365021326x105262688542451250, 1744748222708x779656090283929300, 1776360294100x840938158936498600, 1779223019066x495549806274790700, 1778678470875x691076180629588500, 1771517879190x523242735258870900, 1762889659042x996969350831174300, 1770755356265x111382421474427680, 1744157592334x292550965261606100, 1745528732739x896561533370513300, 1779207002005x542183775914824900, 1763569204895x378265538177280400, 1747864432460x772931238395911000, 1744335958024x226211831616957250, 1761762406893x958878656538368500, 1758120880051x675194275556497400, 1776210729408x448410210135887360, 1764342295066x618134664283571500, 1764893879099x465248075524681500, 1768584016102x834619843946063900, 1772482882558x843076024552954900, 1768238584049x399775147114029200, 1746855895334x711816173120128000, 1754949567759x639105313824555300, 1768426055630x579798080961828200, 1744740154739x566945822952470660, 1752687366861x422755081931784260, 1746765568691x979794717919274100, 1775058462201x523059865418210800, 1744737250347x219277345743008400, 1745273541628x945470626229355500, 1758312173588x895819358343598700, 1752182630575x854371423894944000, 1771433486472x495156137805681660, 1757437593796x460281345015416640, 1769719058268x843927058977011000, 1744751205492x235134337285239230, 1761930377989x951815782791809400, 1768427614253x929508274229176300, 1759930025997x126109694575208930, 1754624056001x759184470890143000, 1743547621069x279645472884266780, 1774573166178x561429420668618400, 1746635677548x343522492232585660, 1776102250538x198432379819539760, 1754941249648x796792188496967000, 1763255155587x707008769292458900, 1747221865162x703532834449508000, 1757720364741x595714121363069200, 1744391553368x301043576290850300, 1777405836126x277715594249416060, 1765399408996x262641226191956400, 1765991015203x350068785849064760, 1747165674437x491901038958021200, 1777042863057x294476376362385400, 1750783674403x491887953737125700, 1757355028996x505189727810192200, 1768844277981x664142917381285000, 1771003581692x955050931630977700, 1747415704843x665338483592092500, 1771021914207x198452557005754900, 1743549178851x847080663521240200, 1763509156539x144450665564595840, 1750784475796x702583457937545900, 1777321143190x321072500270616060, 1745597587022x519433479989605000, 1779371355755x238144527494011940, 1751425811600x127124815802215140, 1744907031541x119079844893356540, 1759153763139x433792388290277000, 1759423986281x805514757919405700, 1746631267951x741803061642879500, 1753911193017x504194995643152640, 1772982809798x739419868972941400, 1753982403438x535213824960417500, 1749580724532x760028975589297300, 1747827548541x313848517899538500, 1746938798847x931997689495082400, 1749173974503x736079030141835600, 1761762460002x434978052003146300, 1777921226784x512595595894430850, 1755271286521x378031808974615550, 1760458225389x690604949380638100, 1762957766158x632118084948257900, 1771538218470x758525499484679000, 1778709723276x637265650543127800, 1755533063776x956164571796881400, 1776373432940x530737443814194940, 1763148950401x545361905340972600, 1754084205128x675147807630683600, 1751319669665x621437589169731200, 1750785338983x949958887494882000, 1753909381745x872991521395046100, 1749742920378x965836759111504900, 1770943484557x164806709481949200, 1747594874125x270237571814453630, 1744134674881x127285411168640110, 1744579851707x640487742075829500, 1747848709032x210920410073364830, 1747163465846x476237095610093000, 1764963280733x431041418968701760, 1746843461447x686795565273950000, 1751402056748x637551618886434600, 1763305551668x997299018011994600, 1753135741395x558904608479141570",false,,,,,,impression
2026-06-16 03:12:05.108000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579525108-17832b56-2333-45cc-985a-7c070f935ac1,,search,search,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,search,search,,,,,,,,page
2026-06-16 03:11:40.019000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579500019-271f942d-6162-42da-9a43-7b2fd797b16a,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,,,,,,,,,,,search
2026-06-16 03:11:45.677000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579505677-97e55bb4-2eee-418f-a8f0-65e02495f54b,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,,,,,,,map_maker,,,,button_click
2026-06-16 03:11:41.037000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579501037-49a275a1-c96a-48bb-97e5-5bb42eeee18f,,search,search,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,search,search,,,,,,,,page
2026-06-16 03:11:30.341000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579490341-3aca6330-c5ba-471f-942d-616252da5a43,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,,,,"1771436045389x658317953644361100, 1770943484557x164806709481949200, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1744335958024x226211831616957250",true,,,,,,impression
2026-06-16 03:11:41.339000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579501339-75a1c96a-78bb-47e5-9bb4-2eeee18f68f0,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,,,,,true,,,sidebar,,,impression
2026-06-16 03:12:36.772000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579556772-d0966594-528c-49d9-8143-c3b8d9de0bdd,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,,,,,,,map_maker,,,,button_click
2026-06-16 03:12:25.185000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579545185-5ac111ff-d096-4594-928c-29d9c143c3b8,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,,,,,,,map_maker,,,,button_click
2026-06-16 03:11:29.989000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579489989-d0dc4b3a-ca63-40c5-ba27-1f942d616252,,index,index,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,page
2026-06-16 03:11:50.953000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579510953-3587a541-e0bd-4851-a374-31df7e869216,,profile,business_profile,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/business_profile/teach-to-the-text-1747221865162x703532834449508000,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/teach-to-the-text-1747221865162x703532834449508000,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,/business_profile/teach-to-the-text-1747221865162x703532834449508000,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/teach-to-the-text-1747221865162x703532834449508000,profile,business_profile,1747221865162x703532834449508000,,,,,,,page
2026-06-16 03:12:16.056000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579536056-7c070f93-5ac1-41ff-9096-6594528c29d9,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,,,,,,,map_maker,,,,button_click
2026-06-16 03:12:05.411000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579525411-2b562333-15cc-485a-bc07-0f935ac111ff,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,,,,,true,,,sidebar,,,impression
2026-06-16 03:11:39.714000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579499714-c5ba271f-942d-4162-92da-5a437b2fd797,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,,,,,,,search,,,,button_click
2026-06-16 03:12:32.409000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579552409-11ffd096-6594-428c-a9d9-c143c3b8d9de,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,,,,,,,map_maker,,,,button_click
2026-06-16 03:11:30.343000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579490343-6330c5ba-271f-442d-a162-52da5a437b2f,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,,,,"1771436045389x658317953644361100, 1770943484557x164806709481949200, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1744335958024x226211831616957250",true,,,,,,impression
2026-06-16 03:11:41.641000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579501641-c96a78bb-97e5-4bb4-aeee-e18f68f065e0,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,,,,1744579851707x640487742075829500,true,,,main_list,,,impression
2026-06-16 03:12:10.038000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579530038-585a7c07-0f93-4ac1-91ff-d0966594528c,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,,,,,,,map_maker,,,,button_click
2026-06-16 03:11:41.948000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579501948-78bb97e5-5bb4-4eee-a18f-68f065e02495,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,,,,"1747221865162x703532834449508000, 1750785338983x949958887494882000, 1746635677548x343522492232585660, 1763672237927x725969385673238800, 1744743906400x631087870982087000, 1779207002005x542183775914824900, 1747415704843x665338483592092500, 1763569204895x378265538177280400, 1764963280733x431041418968701760, 1754949567759x639105313824555300, 1768584016102x834619843946063900, 1776360294100x840938158936498600, 1753465897836x101289632151690960, 1762957766158x632118084948257900, 1755533063776x956164571796881400, 1762889659042x996969350831174300, 1744260813114x505427712482621440, 1762364811793x796217509980630800, 1750436264420x989591292213482400, 1744134674881x127285411168640110, 1751749348389x952656707958261400, 1749057953945x756346430245684600, 1753135741395x558904608479141570, 1751319669665x621437589169731200, 1744391553368x301043576290850300, 1751224250248x539537516841198200, 1771538218470x758525499484679000, 1754084205128x675147807630683600, 1761762406893x958878656538368500, 1758568877707x715638242996164100, 1750784029587x963255839088365200, 1771545376609x752763268373144000, 1760458225389x690604949380638100, 1749580724532x760028975589297300, 1747165674437x491901038958021200, 1776373432940x530737443814194940, 1760118921086x941497076227920600, 1764781838221x716772635359430500, 1752717497153x537286585580736960, 1764893879099x465248075524681500, 1753909381745x872991521395046100, 1754624056001x759184470890143000, 1765399408996x262641226191956400, 1747594874125x270237571814453630, 1747170561218x640297169073643000, 1748365021326x105262688542451250, 1744737250347x219277345743008400, 1746548006831x128230088489826860, 1752182630575x854371423894944000, 1774573166178x561429420668618400, 1772482882558x843076024552954900, 1761919898226x928695665795906700, 1746467711533x453074785848415400, 1753985929691x853149258569598100, 1762271200864x775090106640580500, 1757720364741x595714121363069200, 1771517879190x523242735258870900, 1763255155587x707008769292458900, 1744398484109x785674167096991400, 1750784475796x702583457937545900, 1763148950401x545361905340972600, 1777405836126x277715594249416060, 1755271286521x378031808974615550, 1778709723276x637265650543127800, 1747163465846x476237095610093000, 1770152894907x464897480736850900, 1759930025997x126109694575208930, 1751402056748x637551618886434600, 1744751205492x235134337285239230, 1750423781412x480534435350699700, 1745533127765x291393362647413700, 1764711530894x480989914892320700, 1768238584049x399775147114029200, 1769719058268x843927058977011000, 1744736810207x919925185055488400, 1754505203290x671062062407191900, 1757438153395x416809556103947500, 1778185404695x597979725335827200, 1757437593796x460281345015416640, 1754927931120x470668069008822300, 1747420152884x437771544876149700, 1746765568691x979794717919274100, 1769635123521x385801932800474700, 1744335958024x226211831616957250, 1745597587022x519433479989605000, 1772982809798x739419868972941400, 1747184079669x994211808429350800, 1746938798847x931997689495082400, 1766070455303x639821695383855700, 1743549178851x847080663521240200, 1753911193017x504194995643152640, 1744282156200x727555159743162000, 1748581534531x956271769254002200, 1751425811600x127124815802215140, 1746855895334x711816173120128000, 1758312173588x895819358343598700, 1749068120323x412920063824988600, 1744157592334x292550965261606100, 1770943484557x164806709481949200, 1759153763139x433792388290277000, 1776552489781x780158200693874000, 1777042863057x294476376362385400, 1748389292320x918627677903932400, 1758147388607x898014240790697700, 1776360466250x658348247885801300, 1746827109704x963221719337950200, 1768426055630x579798080961828200, 1776102250538x198432379819539760, 1747827548541x313848517899538500, 1775244057768x699511577684581800, 1750783674403x491887953737125700, 1771433486472x495156137805681660, 1744579851707x640487742075829500, 1771436045389x658317953644361100, 1777042895042x187867473484191420, 1743547621069x279645472884266780, 1771003581692x955050931630977700, 1765001972595x338020444395840100, 1749173974503x736079030141835600, 1757369121056x350487849823425600, 1745528732739x896561533370513300, 1744760380914x558772773612561600, 1747216018889x770977089491677400, 1744397288473x909294892772270800, 1777321143190x321072500270616060, 1768427614253x929508274229176300, 1752687366861x422755081931784260, 1763305551668x997299018011994600, 1744175271939x575064790204550460, 1753982403438x535213824960417500, 1747185390251x665604546429507900, 1744643921578x315333816253624100, 1779564452798x328047204556438640, 1747183179554x540122160625888100, 1747398900475x598159844147748100, 1754941249648x796792188496967000, 1761762460002x434978052003146300, 1763408145585x201322720695875870, 1775058462201x523059865418210800, 1779898672007x583448227567234600, 1750783679107x801419812763124500, 1764342295066x618134664283571500, 1765991015203x350068785849064760, 1770755356265x111382421474427680, 1759423986281x805514757919405700, 1749742920378x965836759111504900, 1757355028996x505189727810192200, 1746631267951x741803061642879500, 1755621956288x571897163769246900, 1777052217878x935579896985562900, 1776210729408x448410210135887360, 1778678470875x691076180629588500, 1763509156539x144450665564595840, 1744748222708x779656090283929300, 1751744301621x758526182685981300, 1771021914207x198452557005754900, 1745273541628x945470626229355500, 1744319857648x144922844539837200, 1744740154739x566945822952470660, 1758120880051x675194275556497400, 1753374338412x209529915103450200, 1747848709032x210920410073364830, 1747864432460x772931238395911000, 1744907031541x119079844893356540, 1779371355755x238144527494011940, 1761044854709x307607562836745150, 1768844277981x664142917381285000, 1746843461447x686795565273950000, 1777921226784x512595595894430850, 1761930377989x951815782791809400, 1766011883106x917993758751800300, 1768581853937x610498789092930300, 1779223019066x495549806274790700, 1754081360962x724252535884739300",false,,,,,,impression
2026-06-16 03:12:20.266000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579540266-0f935ac1-11ff-4096-a594-528c29d9c143,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,,,,,,,map_maker,,,,button_click
2026-06-16 03:12:05.714000+00:00,dc4b3aca-6330-45ba-a71f-942d616252da,ajs-next-1781579525714-233315cc-585a-4c07-8f93-5ac111ffd096,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,,,,,,1744335958024x226211831616957250,true,,,main_list,,,impression
2026-06-16 16:52:42.124000+00:00,0bc31062-ed6f-45e8-a689-cd71816fa2f3,ajs-next-1781628762124-1062ed6f-75e8-4689-8d71-816fa2f3e2cc,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,,,,,,,,"1750436264420x989591292213482400, 1771436045389x658317953644361100, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1752717497153x537286585580736960",true,,,,,,impression
2026-06-16 16:52:42.283000+00:00,0bc31062-ed6f-45e8-a689-cd71816fa2f3,ajs-next-1781628762283-ed6f75e8-6689-4d71-816f-a2f3e2ccce7a,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,,,,,,,,"1750436264420x989591292213482400, 1771436045389x658317953644361100, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1752717497153x537286585580736960",true,,,,,,impression
2026-06-16 16:52:41.969000+00:00,0bc31062-ed6f-45e8-a689-cd71816fa2f3,ajs-next-1781628761969-400bc310-62ed-4f75-a866-89cd71816fa2,,index,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,page
