anonymousId,messageId,userId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,business_id,sponsored_listing,button_name,location,category,name,path,referrer,search,title,url,category_properties,name_properties,event_type
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776554278072-a592e291-469b-4730-ae2e-30361fb4c784,,2026-04-18 23:17:58.072000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,"1775058462201x523059865418210800, 1754505203290x671062062407191900, 1768581853937x610498789092930300, 1747216018889x770977089491677400, 1744398484109x785674167096991400, 1747398900475x598159844147748100, 1759153763139x433792388290277000, 1759930025997x126109694575208930, 1746855895334x711816173120128000, 1751319669665x621437589169731200, 1750783674403x491887953737125700, 1749742920378x965836759111504900, 1744335958024x226211831616957250, 1744751205492x235134337285239230, 1753911193017x504194995643152640, 1763408145585x201322720695875870, 1763148950401x545361905340972600, 1763255155587x707008769292458900, 1744748222708x779656090283929300, 1755533063776x956164571796881400, 1770943484557x164806709481949200, 1755621956288x571897163769246900, 1745273541628x945470626229355500, 1776552489781x780158200693874000, 1754927931120x470668069008822300, 1747864432460x772931238395911000, 1744579851707x640487742075829500, 1759423986281x805514757919405700",false,,,,,,,,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776554600220-fa5f47e2-e527-40aa-b29e-6b1f016418c6,,2026-04-18 23:23:20.220000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,"1746855895334x711816173120128000, 1744579851707x640487742075829500, 1763148950401x545361905340972600, 1745273541628x945470626229355500, 1744398484109x785674167096991400, 1747864432460x772931238395911000, 1759930025997x126109694575208930, 1755621956288x571897163769246900, 1744748222708x779656090283929300, 1750783674403x491887953737125700, 1759423986281x805514757919405700, 1753911193017x504194995643152640, 1763255155587x707008769292458900, 1759153763139x433792388290277000, 1775058462201x523059865418210800, 1749742920378x965836759111504900, 1754505203290x671062062407191900, 1754927931120x470668069008822300, 1776552489781x780158200693874000, 1751319669665x621437589169731200, 1744335958024x226211831616957250, 1747216018889x770977089491677400, 1763408145585x201322720695875870, 1747398900475x598159844147748100, 1768581853937x610498789092930300, 1744751205492x235134337285239230, 1755533063776x956164571796881400, 1770943484557x164806709481949200",false,,,,,,,,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776554693891-0f299db1-26f6-4698-89aa-1b90a10619e5,,2026-04-18 23:24:53.891000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,search,,,,,,,,,,,button_click
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776555045487-459c148e-fcde-4a04-8304-30e0611c2a70,,2026-04-18 23:30:45.487000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,1750436264420x989591292213482400,true,,main_list,,,,,,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776555044888-b74a73a1-bbf1-458d-b168-459c148efcde,,2026-04-18 23:30:44.888000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,true,,sidebar,,,,,,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776555065431-815dcb2d-97dc-4950-957f-570df9195d08,,2026-04-18 23:31:05.431000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,1750436264420x989591292213482400,true,,main_list,,,,,,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776554566217-f957819c-8257-463d-96fb-a8be94e85902,,2026-04-18 23:22:46.217000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,"1759423986281x805514757919405700, 1763148950401x545361905340972600, 1768581853937x610498789092930300, 1770943484557x164806709481949200, 1746855895334x711816173120128000, 1747398900475x598159844147748100, 1755621956288x571897163769246900, 1751319669665x621437589169731200, 1754927931120x470668069008822300, 1755533063776x956164571796881400, 1753911193017x504194995643152640, 1763408145585x201322720695875870, 1744335958024x226211831616957250, 1759930025997x126109694575208930, 1749742920378x965836759111504900, 1763255155587x707008769292458900, 1775058462201x523059865418210800, 1759153763139x433792388290277000, 1776552489781x780158200693874000, 1745273541628x945470626229355500, 1754505203290x671062062407191900, 1744579851707x640487742075829500, 1750783674403x491887953737125700, 1744398484109x785674167096991400, 1744751205492x235134337285239230, 1744748222708x779656090283929300, 1747864432460x772931238395911000, 1747216018889x770977089491677400",false,,,,,,,,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776554556539-2869e278-da1e-4022-b840-76740e685624,,2026-04-18 23:22:36.539000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,1763255155587x707008769292458900,false,more_info_text,,,,,,,,,,,button_click
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776554565912-9e4ff957-819c-4257-a63d-16fba8be94e8,,2026-04-18 23:22:45.912000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,1770943484557x164806709481949200,true,,main_list,,,,,,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776554794099-739bd9ad-ddf6-4da9-9ca4-2d66ba691b28,,2026-04-18 23:26:34.099000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,,,search,,,,,,,,,,,button_click
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776554304014-07d8929d-8c42-424f-ac96-a42ed8e1cf8e,,2026-04-18 23:18:24.014000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,1747216018889x770977089491677400,,,,profile,business_profile,/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/alloy-heating-and-cooling-1747216018889x770977089491677400,profile,business_profile,page
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776554583896-d0cc2bd9-7365-4406-ace5-cfd0c2771310,,2026-04-18 23:23:03.896000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,1770943484557x164806709481949200,true,,main_list,,,,,,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,ajs-next-1776554574539-819c8257-a63d-46fb-a8be-94e85902dd31,,2026-04-18 23:22:54.539000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,macOS,1744748222708x779656090283929300,false,more_info_text,,,,,,,,,,,button_click
