category,originalTimestamp,messageId,name,anonymousId,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,button_name,location,event_type
,2025-12-21 11:19:02.325000+00:00,ajs-next-1766315942325-b566d642-09cf-4e9f-8b31-76d2b05a073c,,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,1752717497153x537286585580736960,true,,main_list,impression
,2025-12-21 11:18:23.638000+00:00,ajs-next-1766315903638-96b45200-0999-4a15-93ba-e03a8945d225,,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1744579851707x640487742075829500, 1752717497153x537286585580736960, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1744335958024x226211831616957250",true,,,impression
profile,2025-12-21 11:21:28.565000+00:00,ajs-next-1766316088565-d635e269-9a80-4540-b0c7-9499f4ef410b,business_profile,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/business_profile/smallbiz-web-design-agency-1757437593796x460281345015416640,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/smallbiz-web-design-agency-1757437593796x460281345015416640,,,,/business_profile/smallbiz-web-design-agency-1757437593796x460281345015416640,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/smallbiz-web-design-agency-1757437593796x460281345015416640,profile,business_profile,1757437593796x460281345015416640,,,,page
search,2025-12-21 11:21:55.104000+00:00,ajs-next-1766316115104-d389d616-2c53-4bbb-bcd3-fc613a1d13c3,search,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,search,search,,,,,page
index,2025-12-21 11:18:23.082000+00:00,ajs-next-1766315903082-82674494-7496-4452-8009-992a1513bae0,index,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,page
,2025-12-21 11:21:55.478000+00:00,ajs-next-1766316115478-d6162c53-9bbb-4cd3-bc61-3a1d13c330eb,,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,true,,sidebar,impression
search,2025-12-21 11:21:23.876000+00:00,ajs-next-1766316083876-929cd357-c0ca-4c25-be13-d1584a6947a0,search,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,search,search,,,,,page
,2025-12-21 11:18:23.634000+00:00,ajs-next-1766315903634-947496b4-5200-4999-aa15-13bae03a8945,,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1744579851707x640487742075829500, 1752717497153x537286585580736960, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1744335958024x226211831616957250",true,,,impression
,2025-12-21 11:21:27.761000+00:00,ajs-next-1766316087761-be13d158-4a69-47a0-810a-92ee99ad4f2a,,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,1757437593796x460281345015416640,false,more_info_text,,button_click
,2025-12-21 11:21:24.240000+00:00,ajs-next-1766316084240-d357c0ca-9c25-4e13-9158-4a6947a0810a,,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,true,,sidebar,impression
,2025-12-21 11:21:24.544000+00:00,ajs-next-1766316084544-c0ca9c25-be13-4158-8a69-47a0810a92ee,,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,1753374338412x209529915103450200,true,,main_list,impression
,2025-12-21 11:19:02.022000+00:00,ajs-next-1766315942022-9ea1b566-d642-49cf-9e9f-8b3176d2b05a,,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,true,,sidebar,impression
,2025-12-21 11:19:02.637000+00:00,ajs-next-1766315942637-d64209cf-de9f-4b31-b6d2-b05a073c7e54,,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,"1750783674403x491887953737125700, 1747420152884x437771544876149700, 1747221865162x703532834449508000, 1751402056748x637551618886434600, 1747183179554x540122160625888100, 1747185390251x665604546429507900, 1744134674881x127285411168640110, 1751224250248x539537516841198200, 1746855895334x711816173120128000, 1750784475796x702583457937545900, 1744748222708x779656090283929300, 1753135741395x558904608479141570, 1754949567759x639105313824555300, 1749057953945x756346430245684600, 1751744301621x758526182685981300, 1761919898226x928695665795906700, 1746635677548x343522492232585660, 1744398484109x785674167096991400, 1761044854709x307607562836745150, 1762889659042x996969350831174300, 1757437593796x460281345015416640, 1747848709032x210920410073364830, 1751319669665x621437589169731200, 1763569204895x378265538177280400, 1744736810207x919925185055488400, 1745273541628x945470626229355500, 1744907031541x119079844893356540, 1754927931120x470668069008822300, 1763305551668x997299018011994600, 1766011883106x917993758751800300, 1761762460002x434978052003146300, 1757438153395x416809556103947500, 1745597587022x519433479989605000, 1748581534531x956271769254002200, 1759930025997x126109694575208930, 1763509156539x144450665564595840, 1764963280733x431041418968701760, 1753374338412x209529915103450200, 1747398900475x598159844147748100, 1764781838221x716772635359430500, 1747184079669x994211808429350800, 1744319857648x144922844539837200, 1754505203290x671062062407191900, 1754081360962x724252535884739300, 1751749348389x952656707958261400, 1760458225389x690604949380638100, 1745528732739x896561533370513300, 1753982403438x535213824960417500, 1758120880051x675194275556497400, 1753911193017x504194995643152640, 1765399408996x262641226191956400, 1744579851707x640487742075829500, 1744760380914x558772773612561600, 1752182630575x854371423894944000, 1744397288473x909294892772270800, 1747170561218x640297169073643000, 1746631267951x741803061642879500, 1755271286521x378031808974615550, 1754624056001x759184470890143000, 1748365021326x105262688542451250, 1749068120323x412920063824988600, 1759423986281x805514757919405700, 1762364811793x796217509980630800, 1747594874125x270237571814453630, 1746827109704x963221719337950200, 1744391553368x301043576290850300, 1746548006831x128230088489826860, 1746765568691x979794717919274100, 1763408145585x201322720695875870, 1757355028996x505189727810192200, 1761762406893x958878656538368500, 1744743906400x631087870982087000, 1745533127765x291393362647413700, 1755621956288x571897163769246900, 1762957766158x632118084948257900, 1752717497153x537286585580736960, 1752687366861x422755081931784260, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1758312173588x895819358343598700, 1762271200864x775090106640580500, 1744751205492x235134337285239230, 1748389292320x918627677903932400, 1766070455303x639821695383855700, 1744737250347x219277345743008400, 1744175271939x575064790204550460, 1753909381745x872991521395046100, 1764342295066x618134664283571500, 1750423781412x480534435350699700, 1757369121056x350487849823425600, 1744643921578x315333816253624100, 1746938798847x931997689495082400, 1765001972595x338020444395840100, 1765991015203x350068785849064760, 1744157592334x292550965261606100, 1764893879099x465248075524681500, 1749173974503x736079030141835600, 1747864432460x772931238395911000, 1747165674437x491901038958021200, 1761930377989x951815782791809400, 1750785338983x949958887494882000, 1750436264420x989591292213482400, 1749580724532x760028975589297300, 1764711530894x480989914892320700, 1744740154739x566945822952470660, 1754941249648x796792188496967000, 1763148950401x545361905340972600, 1757720364741x595714121363069200, 1744260813114x505427712482621440, 1760118921086x941497076227920600, 1758568877707x715638242996164100, 1747415704843x665338483592092500, 1763255155587x707008769292458900, 1746467711533x453074785848415400, 1747827548541x313848517899538500, 1750784029587x963255839088365200, 1751425811600x127124815802215140, 1763672237927x725969385673238800, 1753465897836x101289632151690960, 1759153763139x433792388290277000, 1758147388607x898014240790697700, 1744335958024x226211831616957250, 1750783679107x801419812763124500, 1744282156200x727555159743162000, 1746843461447x686795565273950000, 1754084205128x675147807630683600, 1747163465846x476237095610093000, 1753985929691x853149258569598100, 1755533063776x956164571796881400, 1749742920378x965836759111504900, 1747216018889x770977089491677400",false,,,impression
profile,2025-12-21 11:20:50.288000+00:00,ajs-next-1766316050288-ee3bea9c-af54-4c85-af36-9a9cb4a0a268,business_profile,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/business_profile/house-of-carmel-religious-gifts--books-1748365021326x105262688542451250,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/house-of-carmel-religious-gifts--books-1748365021326x105262688542451250,,,,/business_profile/house-of-carmel-religious-gifts--books-1748365021326x105262688542451250,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/house-of-carmel-religious-gifts--books-1748365021326x105262688542451250,profile,business_profile,1748365021326x105262688542451250,,,,page
search,2025-12-21 11:19:01.719000+00:00,ajs-next-1766315941719-51039ea1-b566-4642-89cf-de9f8b3176d2,search,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,search,search,,,,,page
about_us,2025-12-21 11:18:59.326000+00:00,ajs-next-1766315939326-34794c48-927e-4240-bea2-2d3b16d85572,about_us,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/about_us/1766315901980x147377809622130980,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1766315901980x147377809622130980,,,,/about_us/1766315901980x147377809622130980,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1766315901980x147377809622130980,about_us,about_us,,,,,page
,2025-12-21 11:21:39.888000+00:00,ajs-next-1766316099889-dc96cba0-e68f-46ab-87dd-c3c4c4c07f5a,,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,true,,sidebar,impression
,2025-12-21 11:20:55.363000+00:00,ajs-next-1766316055363-ea9caf54-4c85-4f36-9a9c-b4a0a26805eb,,67449474-96b4-4200-8999-2a1513bae03a,,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.108 Mobile/15E148 Safari/604.1",/business_profile/house-of-carmel-religious-gifts--books-1748365021326x105262688542451250,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/house-of-carmel-religious-gifts--books-1748365021326x105262688542451250,,,,,,,,,,,1748365021326x105262688542451250,,visit_website,,button_click
