anonymousId,category,userId,originalTimestamp,messageId,name,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,business_id,category_properties,name_properties,sponsored_listing,city,search_text,location,parish,button_name,traits,email,event_type
c35c9d20-cb4e-4b41-b819-080fc7022f79,start,1760118921086x941497076227920600,2026-06-09 01:39:07.943000+00:00,ajs-next-1780969147943-75210a55-2a89-4af4-a55a-4cfa970c0696,start,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,"[{'brand': 'Microsoft Edge', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,Windows,/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,,start,start,,,,,,,,,page
c35c9d20-cb4e-4b41-b819-080fc7022f79,,1760118921086x941497076227920600,2026-06-09 01:39:17.584000+00:00,ajs-next-1780969157584-0a552a89-9af4-455a-8cfa-970c0696c658,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,"[{'brand': 'Microsoft Edge', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,Windows,,,,,,,,,,,,,,login,,Jerry.steffen@kofc.org,button_click
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,search,,2026-06-09 01:53:35.229000+00:00,ajs-next-1780970015229-d21ffe64-11c0-4744-a4d9-ed2df7684c1b,search,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,search,search,,,,,,,,,page
c35c9d20-cb4e-4b41-b819-080fc7022f79,index,1760118921086x941497076227920600,2026-06-09 01:38:59.382000+00:00,ajs-next-1780969139382-9fdb86b4-d09b-4eca-8bd7-97e9cb18b6a1,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Microsoft Edge', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,Windows,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,page
c35c9d20-cb4e-4b41-b819-080fc7022f79,,1760118921086x941497076227920600,2026-06-09 01:39:06.056000+00:00,ajs-next-1780969146056-86b4d09b-7eca-4bd7-97e9-cb18b6a1214d,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36 Edg/149.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Microsoft Edge', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,Windows,,,,,,,,,,,,navbar,,login,,,button_click
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,,2026-06-09 01:53:36.439000+00:00,ajs-next-1780970016439-64d9ed2d-f768-4c1b-be62-a0e9424897c3,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,,,,,,,,,true,,,sidebar,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,,2026-06-09 02:32:15.510000+00:00,ajs-next-1780972335510-61933250-8026-4324-abbb-2f9f639de19a,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,,,,,,,,,true,,,main_list,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,,2026-06-09 01:53:36.320000+00:00,ajs-next-1780970016320-274464d9-ed2d-4768-8c1b-3e62a0e94248,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,,,,,,,,,true,,,main_list,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,,2026-06-09 01:53:35.264000+00:00,ajs-next-1780970015264-fe6411c0-2744-44d9-ad2d-f7684c1b3e62,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,,,,,,,,,true,,,sidebar,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,,2026-06-09 01:53:35.303000+00:00,ajs-next-1780970015303-11c02744-64d9-4d2d-b768-4c1b3e62a0e9,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,,,,,,,,,true,,,main_list,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,,2026-06-09 01:53:37.041000+00:00,ajs-next-1780970017041-ed2df768-4c1b-4e62-a0e9-424897c32add,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,,,,,,,,,true,,,main_list,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,,2026-06-09 02:32:15.206000+00:00,ajs-next-1780972335206-c1e66193-3250-4026-9324-abbb2f9f639d,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,,,,,,,,,true,,,sidebar,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,search,,2026-06-09 02:32:14.902000+00:00,ajs-next-1780972334902-df6dc1e6-6193-4250-8026-5324abbb2f9f,search,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,search,search,,,,,,,,,page
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,Home Services,,2026-06-09 02:32:05.654000+00:00,ajs-next-1780972325654-4c1b3e62-a0e9-4248-97c3-2addeb8f6b2e,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,,,,,,,,,,,,main_search,,,,,search
cf7ce69c-5e69-4af2-b492-0076996d728c,,,2026-06-09 03:02:18.867000+00:00,ajs-next-1780974138867-e1bc2e8f-c5da-45f9-9ae2-8e829453f86e,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Contractor%20&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Contractor%20&category=Other,,,,,,,,,,,,true,,,sidebar,,,,,impression
ac09b7e1-0d81-4ffb-9f8b-da22572b7a79,,,2026-06-09 02:32:05.348000+00:00,ajs-next-1780972325348-f7684c1b-3e62-40e9-8248-97c32addeb8f,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",/search,,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '149'}, {'brand': 'Chromium', 'version': '149'}, {'brand': 'Not)A;Brand', 'version': '24'}]",False,macOS,,,,,,,,,,,,,,search,,,button_click
cf7ce69c-5e69-4af2-b492-0076996d728c,,,2026-06-09 03:02:19.169000+00:00,ajs-next-1780974139169-2e8fc5da-45f9-4ae2-8e82-9453f86e286f,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Contractor%20&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Contractor%20&category=Other,,,,,,,,,,,,true,,,main_list,,,,,impression
cf7ce69c-5e69-4af2-b492-0076996d728c,Other,,2026-06-09 03:02:16.936000+00:00,ajs-next-1780974136936-b4920076-996d-428c-b1ce-cb55ed1ffa67,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,Contractor ,,,,,,search
cf7ce69c-5e69-4af2-b492-0076996d728c,,,2026-06-09 03:02:07.920000+00:00,ajs-next-1780974127920-5e695af2-b492-4076-996d-728c31cecb55,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1753374338412x209529915103450200, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1770943484557x164806709481949200, 1771436045389x658317953644361100, 1744335958024x226211831616957250, 1753982403438x535213824960417500",,,true,,,,,,,,impression
cf7ce69c-5e69-4af2-b492-0076996d728c,,,2026-06-09 03:02:19.480000+00:00,ajs-next-1780974139480-c5da45f9-dae2-4e82-9453-f86e286fc901,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Contractor%20&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Contractor%20&category=Other,,,,,,,,,"1758147388607x898014240790697700, 1771021914207x198452557005754900",,,false,,,,,,,,impression
cf7ce69c-5e69-4af2-b492-0076996d728c,Other,,2026-06-09 03:02:48.881000+00:00,ajs-next-1780974168881-dae28e82-9453-486e-a86f-c90193a32315,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Contractor%20&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Contractor%20&category=Other,,,,,,,,,,,,,,Contractor ,main_search,St. Mary - Littleton,,,,search
cf7ce69c-5e69-4af2-b492-0076996d728c,index,,2026-06-09 03:01:59.492000+00:00,ajs-next-1780974119492-a6cf7ce6-9c5e-495a-b2b4-920076996d72,index,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,page
cf7ce69c-5e69-4af2-b492-0076996d728c,,,2026-06-09 03:02:16.628000+00:00,ajs-next-1780974136628-5af2b492-0076-496d-b28c-31cecb55ed1f,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,,,search,,,button_click
cf7ce69c-5e69-4af2-b492-0076996d728c,,,2026-06-09 03:02:51.848000+00:00,ajs-next-1780974171848-8e829453-f86e-486f-8901-93a323159bf4,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Contractor%20&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Contractor%20&category=Other,,,,,,,,,,,,,,,,,search,,,button_click
cf7ce69c-5e69-4af2-b492-0076996d728c,,,2026-06-09 03:02:07.919000+00:00,ajs-next-1780974127919-e69c5e69-5af2-4492-8076-996d728c31ce,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1753374338412x209529915103450200, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1770943484557x164806709481949200, 1771436045389x658317953644361100, 1744335958024x226211831616957250, 1753982403438x535213824960417500",,,true,,,,,,,,impression
cf7ce69c-5e69-4af2-b492-0076996d728c,search,,2026-06-09 03:02:18.564000+00:00,ajs-next-1780974138564-6027e1bc-2e8f-45da-85f9-dae28e829453,search,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Contractor%20&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Contractor%20&category=Other,,,,/search,https://coloradocatholicbusinessdirectory.com/,?query=Contractor%20&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Contractor%20&category=Other,,search,search,,,,,,,,,page
cf7ce69c-5e69-4af2-b492-0076996d728c,,,2026-06-09 03:02:48.572000+00:00,ajs-next-1780974168572-45f9dae2-8e82-4453-b86e-286fc90193a3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Contractor%20&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Contractor%20&category=Other,,,,,,,,,,,,,,,,,search,,,button_click
