name,anonymousId,category,messageId,userId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,button_name,business_id,sponsored_listing,location,search_text,traits,event_type
how_it_works,b0e47721-5dc2-4229-a433-79a930baaefd,how_it_works,ajs-next-1777788310807-48b0e477-215d-4262-a924-3379a930baae,,2026-05-03 06:05:10.807000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/kart-digital-services-llc-1776373432940x530737443814194940,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/kart-digital-services-llc-1776373432940x530737443814194940,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,/how_it_works/kart-digital-services-llc-1776373432940x530737443814194940,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/kart-digital-services-llc-1776373432940x530737443814194940,how_it_works,how_it_works,,,,,,,page
about_us,e1fe3b19-bb75-4d4a-ae98-057929444396,about_us,ajs-next-1777791577657-0ce1fe3b-19bb-459d-8a6e-980579294443,,2026-05-03 06:59:37.657000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/complete-appliance-repair-inc--1777042863057x294476376362385400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/complete-appliance-repair-inc--1777042863057x294476376362385400,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,/about_us/complete-appliance-repair-inc--1777042863057x294476376362385400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/complete-appliance-repair-inc--1777042863057x294476376362385400,about_us,about_us,,,,,,,page
how_it_works,03636d07-6e9a-4a91-804d-59d924033739,how_it_works,ajs-next-1777796531996-0603636d-076e-4afa-9180-4d59d9240337,,2026-05-03 08:22:11.995000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/ridgegate-financial-1776360294100x840938158936498600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/ridgegate-financial-1776360294100x840938158936498600,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,/how_it_works/ridgegate-financial-1776360294100x840938158936498600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/ridgegate-financial-1776360294100x840938158936498600,how_it_works,how_it_works,,,,,,,page
about_us,27477ac6-4584-4abc-9cd0-2c9c22ec3d67,about_us,ajs-next-1777802594139-1427477a-c645-44fa-bc1c-d02c9c22ec3d,,2026-05-03 10:03:14.139000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1777791575410x488772423231163460,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1777791575410x488772423231163460,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,/about_us/1777791575410x488772423231163460,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1777791575410x488772423231163460,about_us,about_us,,,,,,,page
how_it_works,3e4c1c34-738a-44bf-b5cd-4d7339a2cdd1,how_it_works,ajs-next-1777805816210-f33e4c1c-3473-4a54-bff5-cd4d7339a2cd,,2026-05-03 10:56:56.210000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1777796530220x150656867039551380,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1777796530220x150656867039551380,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,/how_it_works/1777796530220x150656867039551380,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1777796530220x150656867039551380,how_it_works,how_it_works,,,,,,,page
about_us,ce075de8-5de0-4c62-97e5-afae36b06c0a,about_us,ajs-next-1777811623375-40ce075d-e85d-40ac-a257-e5afae36b06c,,2026-05-03 12:33:43.375000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1777796530220x150656867039551380,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1777796530220x150656867039551380,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,/about_us/1777796530220x150656867039551380,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1777796530220x150656867039551380,about_us,about_us,,,,,,,page
how_it_works,373d0a16-4000-47e6-80bd-1a8b79b237ae,how_it_works,ajs-next-1777812701214-48373d0a-1640-4087-a600-bd1a8b79b237,,2026-05-03 12:51:41.214000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1777805814209x991062410918222700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1777805814209x991062410918222700,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,/how_it_works/1777805814209x991062410918222700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1777805814209x991062410918222700,how_it_works,how_it_works,,,,,,,page
about_us,9993c873-9ada-4cdd-a08d-fdab5fab419a,about_us,ajs-next-1777814736489-2f9993c8-739a-4adc-9d60-8dfdab5fab41,,2026-05-03 13:25:36.489000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1777802591925x536379395088888900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1777802591925x536379395088888900,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,/about_us/1777802591925x536379395088888900,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1777802591925x536379395088888900,about_us,about_us,,,,,,,page
,f906bf48-53f7-4288-b9ea-8b32228fc4b6,,ajs-next-1777833305058-2288f9ea-8b32-428f-84b6-4d60328213b6,,2026-05-03 18:35:05.058000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,,,search,,,,,,button_click
,f906bf48-53f7-4288-b9ea-8b32228fc4b6,,ajs-next-1777833287163-bf4853f7-2288-49ea-8b32-228fc4b64d60,,2026-05-03 18:34:47.163000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",False,Windows,,,,,,,,,"1771436045389x658317953644361100, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1770943484557x164806709481949200, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1752717497153x537286585580736960, 1744579851707x640487742075829500, 1751744301621x758526182685981300",true,,,,impression
