anonymousId,userId,messageId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,business_id,location,sponsored_listing,category,name,path,referrer,search,title,url,category_properties,name_properties,userAgentData.brands,userAgentData.mobile,userAgentData.platform,button_name,traits,email,input_value,input_num,input_name,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,search_text,event_type
f93f7dd9-723d-49cf-8e37-5991885f8834,,ajs-next-1764886250853-7dd9723d-c9cf-4e37-9991-885f88348951,2025-12-04 22:10:50.853000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/business_profile/portam-interiors-1753911193017x504194995643152640,https://www.google.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/portam-interiors-1753911193017x504194995643152640,1753911193017x504194995643152640,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,visit_website,,,,,,,,,,,,,,,,,,button_click
f93f7dd9-723d-49cf-8e37-5991885f8834,,ajs-next-1764886313856-723dc9cf-4e37-4991-885f-88348951cc4f,2025-12-04 22:11:53.856000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/business_profile/portam-interiors-1753911193017x504194995643152640,https://www.google.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/portam-interiors-1753911193017x504194995643152640,1753911193017x504194995643152640,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,visit_website,,,,,,,,,,,,,,,,,,button_click
f93f7dd9-723d-49cf-8e37-5991885f8834,,ajs-next-1764886243276-05f93f7d-d972-4dc9-8f4e-375991885f88,2025-12-04 22:10:43.276000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/business_profile/portam-interiors-1753911193017x504194995643152640,https://www.google.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/portam-interiors-1753911193017x504194995643152640,1753911193017x504194995643152640,,,profile,business_profile,/business_profile/portam-interiors-1753911193017x504194995643152640,https://www.google.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/portam-interiors-1753911193017x504194995643152640,profile,business_profile,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,page
524f47a7-31cf-4e2d-8d26-0dbe064481b8,,ajs-next-1764890607126-c9524f47-a731-4f3e-adcd-260dbe064481,2025-12-04 23:23:27.126000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1763056554590x385161936347878000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763056554590x385161936347878000,,,,about_us,about_us,/about_us/1763056554590x385161936347878000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763056554590x385161936347878000,about_us,about_us,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,page
ab72246d-4767-4334-a1e3-f40d708ef79d,,ajs-next-1764892170055-a5ab7224-6d47-4783-b4a1-e3f40d708ef7,2025-12-04 23:49:30.055000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/virtueworks-llc-1764711530894x480989914892320700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/virtueworks-llc-1764711530894x480989914892320700,,,,how_it_works,how_it_works,/how_it_works/virtueworks-llc-1764711530894x480989914892320700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/virtueworks-llc-1764711530894x480989914892320700,how_it_works,how_it_works,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,page
46f3c9ba-52f4-4653-a34b-a00964e08cad,,ajs-next-1764893881706-c9ba52f4-6653-434b-a009-64e08cad04a8,2025-12-05 00:18:01.705000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1753374338412x209529915103450200, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1752717497153x537286585580736960, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1750436264420x989591292213482400",,true,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,,,,,,,,,,,,impression
46f3c9ba-52f4-4653-a34b-a00964e08cad,,ajs-next-1764893881529-1d46f3c9-ba52-4466-93e3-4ba00964e08c,2025-12-05 00:18:01.529000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,index,index,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,,,,,,,,,,,,page
46f3c9ba-52f4-4653-a34b-a00964e08cad,,ajs-next-1764893881839-52f46653-e34b-4009-a4e0-8cad04a82b10,2025-12-05 00:18:01.838000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1753374338412x209529915103450200, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1752717497153x537286585580736960, 1743549178851x847080663521240200, 1743547621069x279645472884266780, 1750436264420x989591292213482400",,true,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,,,,,,,,,,,,impression
20a3be62-a356-4187-b910-6bc26a4044d5,,ajs-next-1764900748458-9420a3be-62a3-4651-87f9-106bc26a4044,2025-12-05 02:12:28.458000+00:00,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763097298043x356254946344364740,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763097298043x356254946344364740,,,,how_it_works,how_it_works,/how_it_works/1763097298043x356254946344364740,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763097298043x356254946344364740,how_it_works,how_it_works,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,page
46f3c9ba-52f4-4653-a34b-a00964e08cad,,ajs-next-1764905970816-2175367e-857d-42d8-bd30-1fff4b689212,2025-12-05 03:39:30.816000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1743549178851x847080663521240200, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1752717497153x537286585580736960, 1744579851707x640487742075829500, 1743547621069x279645472884266780, 1744335958024x226211831616957250",,true,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,,,,,,,,,,,,impression
46f3c9ba-52f4-4653-a34b-a00964e08cad,1764893879099x465248075524681500,ajs-next-1764906386463-cf33aea9-703d-4268-aa94-a4e7373f96af,2025-12-05 03:46:26.463000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,"{'business_id': '1764893879099x465248075524681500', 'email': 'purplesagebodywork@gmail.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,identify
46f3c9ba-52f4-4653-a34b-a00964e08cad,1764893879099x465248075524681500,ajs-next-1764906391575-7e1395e1-704d-43c5-9467-5a97f78118f7,2025-12-05 03:46:31.575000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,"{'business_id': '1764893879099x465248075524681500', 'email': 'purplesagebodywork@gmail.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,identify
46f3c9ba-52f4-4653-a34b-a00964e08cad,1764893879099x465248075524681500,ajs-next-1764906018304-955aff2a-dcd1-4d87-87c6-37612447075e,2025-12-05 03:40:18.304000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1764893879099x465248075524681500,,,dashboard,dashboard,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,dashboard,dashboard,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,,,,,,,,,,,,page
46f3c9ba-52f4-4653-a34b-a00964e08cad,,ajs-next-1764905981798-8ef19233-58c5-4ae6-8f85-ace417d74762,2025-12-05 03:39:41.798000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,,Login,https://coloradocatholicbusinessdirectory.com/start,,,,start,start,/start,https://coloradocatholicbusinessdirectory.com/,,Login,https://coloradocatholicbusinessdirectory.com/start,start,start,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,,,,,,,,,,,,page
46f3c9ba-52f4-4653-a34b-a00964e08cad,,ajs-next-1764905970812-dfef2175-367e-457d-b2d8-fd301fff4b68,2025-12-05 03:39:30.812000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,index,index,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,,,,,,,,,,,,page
46f3c9ba-52f4-4653-a34b-a00964e08cad,,ajs-next-1764905980107-857d32d8-fd30-4fff-8b68-92126e8f4f90,2025-12-05 03:39:40.107000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,main_page,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,list_your_business,,,,,,,,,,,,,,,,,,button_click
46f3c9ba-52f4-4653-a34b-a00964e08cad,,ajs-next-1764906015353-923358c5-1ae6-4f85-ace4-17d7476203ea,2025-12-05 03:40:15.353000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,,Login,https://coloradocatholicbusinessdirectory.com/start,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,sign_up,,purplesagebodywork@gmail.com,,,,,,,,,,,,,,,,button_click
46f3c9ba-52f4-4653-a34b-a00964e08cad,1764893879099x465248075524681500,ajs-next-1764906391579-95e1704d-03c5-4467-9a97-f78118f72e51,2025-12-05 03:46:31.579000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1764893879099x465248075524681500,,,dashboard,dashboard,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,dashboard,dashboard,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,,,,,,,,,,,,page
46f3c9ba-52f4-4653-a34b-a00964e08cad,1764893879099x465248075524681500,ajs-next-1764906390292-ea94a4e7-373f-46af-a66d-738341101a15,2025-12-05 03:46:30.292000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,avatar,,,,,,,,,,,,,,,,,,button_click
46f3c9ba-52f4-4653-a34b-a00964e08cad,,ajs-next-1764905971121-367e857d-32d8-4d30-9fff-4b6892126e8f,2025-12-05 03:39:31.121000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1743549178851x847080663521240200, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1752717497153x537286585580736960, 1744579851707x640487742075829500, 1743547621069x279645472884266780, 1744335958024x226211831616957250",,true,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,,,,,,,,,,,,impression
46f3c9ba-52f4-4653-a34b-a00964e08cad,1764893879099x465248075524681500,ajs-next-1764906420652-03c5d467-5a97-4781-98f7-2e51d90018a6,2025-12-05 03:47:00.652000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1764893879099x465248075524681500,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,"1780 S Bellaire St #490, Denver, CO 80222, USA",3,address,,,,,,,,,,,,,input_changed
46f3c9ba-52f4-4653-a34b-a00964e08cad,1764893879099x465248075524681500,ajs-next-1764908839777-6c901f59-0d01-4f09-aab8-739bed9861b9,2025-12-05 04:27:19.777000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/business_profile/purple-sage-bodywork,https://coloradocatholicbusinessdirectory.com/,,Purple Sage Bodywork | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/purple-sage-bodywork,1764893879099x465248075524681500,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,visit_website,,,,,,,,,,,,,,,,,,button_click
46f3c9ba-52f4-4653-a34b-a00964e08cad,1764893879099x465248075524681500,ajs-next-1764906016529-58c51ae6-8f85-4ce4-97d7-476203ea5864,2025-12-05 03:40:16.529000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,,Login,https://coloradocatholicbusinessdirectory.com/start,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,"{'business_id': '1764893879099x465248075524681500', 'email': 'purplesagebodywork@gmail.com'}",,,,,,,,,,,,,,,,,identify
