userId,category,messageId,anonymousId,name,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,traits,business_id,sponsored_listing,button_name,location,search_text,event_type
,about_us,ajs-next-1771459418164-1b7fe85f-20c9-4237-956d-58dcf527d693,7fe85f20-c9f2-4795-ad58-dcf527d693e5,about_us,2026-02-19 00:03:38.164000+00:00,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/about_us/1771370222481x414747809373013700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1771370222481x414747809373013700,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,/about_us/1771370222481x414747809373013700,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1771370222481x414747809373013700,about_us,about_us,,,,,,,page
1771433486472x495156137805681660,,ajs-next-1771516974705-df22626b-d7eb-47ef-aca5-e99182fe64f2,c0f45b8b-3d2e-49d0-bce3-9182fe54d24e,,2026-02-19 16:02:54.705000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,"{'business_id': '1771433486472x495156137805681660', 'email': 'breanna@oghealth.org', 'is_logged_in': True}",,,,,,identify
1771433486472x495156137805681660,,ajs-next-1771516975667-e7ef2ca5-e991-42fe-a4f2-d51becc14c62,c0f45b8b-3d2e-49d0-bce3-9182fe54d24e,,2026-02-19 16:02:55.667000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,,"1771436045389x658317953644361100, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1752717497153x537286585580736960, 1743547621069x279645472884266780, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1753374338412x209529915103450200",true,,,,impression
1771433486472x495156137805681660,,ajs-next-1771516974711-d7ebe7ef-2ca5-4991-82fe-64f2d51becc1,c0f45b8b-3d2e-49d0-bce3-9182fe54d24e,,2026-02-19 16:02:54.711000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,,"1771436045389x658317953644361100, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1752717497153x537286585580736960, 1743547621069x279645472884266780, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1753374338412x209529915103450200",true,,,,impression
,,ajs-next-1771516988112-f2b41c63-7da4-4c8c-bf37-4c967b40401b,9ab5f2b4-1c63-4da4-ac8c-ff374c967b40,,2026-02-19 16:03:08.112000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,,,,,,,,,"1744579851707x640487742075829500, 1743549178851x847080663521240200, 1771436045389x658317953644361100, 1753374338412x209529915103450200, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1752717497153x537286585580736960, 1770943484557x164806709481949200, 1744335958024x226211831616957250",true,,,,impression
1771433486472x495156137805681660,index,ajs-next-1771516974708-626bd7eb-e7ef-4ca5-a991-82fe64f2d51b,c0f45b8b-3d2e-49d0-bce3-9182fe54d24e,index,2026-02-19 16:02:54.708000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,page
,index,ajs-next-1771516987556-d19ab5f2-b41c-437d-a42c-8cff374c967b,9ab5f2b4-1c63-4da4-ac8c-ff374c967b40,index,2026-02-19 16:03:07.556000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,[],False,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,page
,dashboard,ajs-next-1771517578172-b5197c61-9940-4628-a95e-8d2a4c3dd557,197c6199-40e6-4869-9e8d-2a4c3dd55738,dashboard,2026-02-19 16:12:58.172000+00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,dashboard,dashboard,,1771517586311x905258793015566000,,,,,page
,search,ajs-next-1771539391671-f91db359-64ed-4447-841f-322615523f8e,4716be8f-c37d-4456-968c-2a88aac66610,search,2026-02-19 22:16:31.671000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,search,search,,,,,,,page
,,ajs-next-1771539333228-fa0e128b-9a16-4d5c-a393-e72421886e13,4716be8f-c37d-4456-968c-2a88aac66610,,2026-02-19 22:15:33.228000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Microsoft Edge', 'version': '144'}]",False,Windows,,,,,,,,,,,map_maker,,,button_click
