userId,messageId,originalTimestamp,anonymousId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,business_id,sponsored_listing,name,category,path,referrer,search,title,url,category_properties,name_properties,city,search_text,location,parish,button_name,event_type
1766070455303x639821695383855700,ajs-next-1773760924923-53bb99ae-48a3-4cc5-a23c-e10135ae0912,2026-03-17 15:22:04.923000+00:00,56f322be-50dc-4d29-91bb-a66d291e9685,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=health%20Insurance&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=health%20Insurance&category=,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,true,,,,,,,,,,,,sidebar,,,impression
1766070455303x639821695383855700,ajs-next-1773760953068-f03677e0-d43a-4660-83fc-6be0adb1c127,2026-03-17 15:22:33.068000+00:00,56f322be-50dc-4d29-91bb-a66d291e9685,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Insurance&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Insurance&category=Health%20%26%20Wellness,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,1764781838221x716772635359430500,false,,,,,,,,,,,,,,,impression
1766070455303x639821695383855700,ajs-next-1773760952145-e10135ae-0912-4036-b7e0-d43aa66043fc,2026-03-17 15:22:32.145000+00:00,56f322be-50dc-4d29-91bb-a66d291e9685,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Insurance&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Insurance&category=Health%20%26%20Wellness,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=Insurance&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Insurance&category=Health%20%26%20Wellness,search,search,,,,,,page
1766070455303x639821695383855700,ajs-next-1773760952757-0912f036-77e0-443a-a660-43fc6be0adb1,2026-03-17 15:22:32.757000+00:00,56f322be-50dc-4d29-91bb-a66d291e9685,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Insurance&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Insurance&category=Health%20%26%20Wellness,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,true,,,,,,,,,,,,main_list,,,impression
1766070455303x639821695383855700,ajs-next-1773760916760-8e0375ad-75f0-4f57-ac5d-3b831f15a295,2026-03-17 15:21:56.760000+00:00,56f322be-50dc-4d29-91bb-a66d291e9685,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,index,index,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
1766070455303x639821695383855700,ajs-next-1773760924607-b1bf53bb-99ae-48a3-9cc5-223ce10135ae,2026-03-17 15:22:04.607000+00:00,56f322be-50dc-4d29-91bb-a66d291e9685,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=health%20Insurance&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=health%20Insurance&category=,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=health%20Insurance&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=health%20Insurance&category=,search,search,,,,,,page
1766070455303x639821695383855700,ajs-next-1773760921770-6f57ac5d-3b83-4f15-a295-9588e3d53b18,2026-03-17 15:22:01.770000+00:00,56f322be-50dc-4d29-91bb-a66d291e9685,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,,,,,,,,,,,search,button_click
1766070455303x639821695383855700,ajs-next-1773760925357-99ae48a3-5cc5-423c-a101-35ae0912f036,2026-03-17 15:22:05.357000+00:00,56f322be-50dc-4d29-91bb-a66d291e9685,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=health%20Insurance&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=health%20Insurance&category=,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,1770943484557x164806709481949200,true,,,,,,,,,,,,main_list,,,impression
1766070455303x639821695383855700,ajs-next-1773760922084-ac5d3b83-1f15-4295-9588-e3d53b18f997,2026-03-17 15:22:02.084000+00:00,56f322be-50dc-4d29-91bb-a66d291e9685,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,,,,,,,,health Insurance,,,,search
1766070455303x639821695383855700,ajs-next-1773760951500-5cc5223c-e101-45ae-8912-f03677e0d43a,2026-03-17 15:22:31.500000+00:00,56f322be-50dc-4d29-91bb-a66d291e9685,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=health%20Insurance&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=health%20Insurance&category=,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,,,,,,,,,,,,,,,search,button_click
,ajs-next-1773761776399-d0f9ffc9-b571-46b8-849a-0ec15b651eec,2026-03-17 15:36:16.399000+00:00,fec9bc63-e085-4903-b441-8b6a9be916f7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",/,https://www.bing.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,"1752717497153x537286585580736960, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1771436045389x658317953644361100, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1743547621069x279645472884266780, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1743549178851x847080663521240200",true,,,,,,,,,,,,,,,impression
1766070455303x639821695383855700,ajs-next-1773760952453-35ae0912-f036-47e0-943a-a66043fc6be0,2026-03-17 15:22:32.453000+00:00,56f322be-50dc-4d29-91bb-a66d291e9685,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=Insurance&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Insurance&category=Health%20%26%20Wellness,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,,true,,,,,,,,,,,,sidebar,,,impression
1766070455303x639821695383855700,ajs-next-1773760916958-75ad75f0-6f57-4c5d-bb83-1f15a2959588,2026-03-17 15:21:56.958000+00:00,56f322be-50dc-4d29-91bb-a66d291e9685,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",False,Windows,"1752717497153x537286585580736960, 1771436045389x658317953644361100, 1743547621069x279645472884266780, 1770943484557x164806709481949200, 1750436264420x989591292213482400, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1743549178851x847080663521240200",true,,,,,,,,,,,,,,,impression
,ajs-next-1773761776394-d0dfd0f9-ffc9-4571-a6b8-849a0ec15b65,2026-03-17 15:36:16.394000+00:00,fec9bc63-e085-4903-b441-8b6a9be916f7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",/,https://www.bing.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,"1752717497153x537286585580736960, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1771436045389x658317953644361100, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1743547621069x279645472884266780, 1770943484557x164806709481949200, 1744335958024x226211831616957250, 1743549178851x847080663521240200",true,,,,,,,,,,,,,,,impression
,ajs-next-1773761864254-fcd65b70-4f8c-4d25-acd2-2e36ede92c1c,2026-03-17 15:37:44.254000+00:00,fec9bc63-e085-4903-b441-8b6a9be916f7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",/about_us/1773761775009x721343384475266300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1773761775009x721343384475266300,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,about_us,about_us,/about_us/1773761775009x721343384475266300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1773761775009x721343384475266300,about_us,about_us,,,,,,page
,ajs-next-1773761775917-2a1dd0df-d0f9-4fc9-b571-e6b8849a0ec1,2026-03-17 15:36:15.917000+00:00,fec9bc63-e085-4903-b441-8b6a9be916f7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",/,https://www.bing.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,index,index,/,https://www.bing.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
,ajs-next-1773766842814-1afb2a3e-d574-415b-9d8d-efa0caec4832,2026-03-17 17:00:42.814000+00:00,fb2a3ed5-7401-4b5d-8def-a0caec48328f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,1773766853505x339858871398093700,,dashboard,dashboard,/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,dashboard,dashboard,,,,,,page
,ajs-next-1773766953949-ea74ab6c-eb34-431f-b89f-ac500baa8f26,2026-03-17 17:02:33.949000+00:00,6345bddc-6abc-464f-8f89-b08b8ca25433,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/paolucci-financial-services-1771436045389x658317953644361100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/paolucci-financial-services-1771436045389x658317953644361100,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,1771436045389x658317953644361100,,business_profile,profile,/business_profile/paolucci-financial-services-1771436045389x658317953644361100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/paolucci-financial-services-1771436045389x658317953644361100,profile,business_profile,,,,,,page
,ajs-next-1773766966917-0cd0d2c1-5475-464f-86fa-5940b5a8674c,2026-03-17 17:02:46.917000+00:00,6345bddc-6abc-464f-8f89-b08b8ca25433,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,1744579851707x640487742075829500,,business_profile,profile,/business_profile/roof-technologies-llc-1744579851707x640487742075829500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/roof-technologies-llc-1744579851707x640487742075829500,profile,business_profile,,,,,,page
,ajs-next-1773766959912-56ea38b2-fe16-417b-b38f-5455bc82ef01,2026-03-17 17:02:39.912000+00:00,6345bddc-6abc-464f-8f89-b08b8ca25433,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,1753982403438x535213824960417500,,business_profile,profile,/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,profile,business_profile,,,,,,page
,ajs-next-1773766936406-186345bd-dc6a-4ca6-8fcf-89b08b8ca254,2026-03-17 17:02:16.406000+00:00,6345bddc-6abc-464f-8f89-b08b8ca25433,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,,,start,start,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,start,start,,,,,,page
,ajs-next-1773770649163-5537d2de-6a70-4c03-8072-5418c85842d3,2026-03-17 18:04:09.163000+00:00,55e1edcc-04f0-470f-b06a-28966ac18ebc,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Lawyer&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Lawyer&category=Other,,,,,,,,,,,,,,,,,,,search,button_click
,ajs-next-1773770605128-9e55e1ed-cc04-4037-8f30-6a28966ac18e,2026-03-17 18:03:25.128000+00:00,55e1edcc-04f0-470f-b06a-28966ac18ebc,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,page
,ajs-next-1773771397854-fedc563e-a9b5-4fd5-be38-47a37ee27207,2026-03-17 18:16:37.854000+00:00,55e1edcc-04f0-470f-b06a-28966ac18ebc,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/business_profile/karavas--kranz-pc-1763569204895x378265538177280400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/karavas--kranz-pc-1763569204895x378265538177280400,,,,1763569204895x378265538177280400,,business_profile,profile,/business_profile/karavas--kranz-pc-1763569204895x378265538177280400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/karavas--kranz-pc-1763569204895x378265538177280400,profile,business_profile,,,,,,page
,ajs-next-1773770650091-ec034072-5418-4858-82d3-d2858a9f4e80,2026-03-17 18:04:10.091000+00:00,55e1edcc-04f0-470f-b06a-28966ac18ebc,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Attorney&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Attorney&category=Other,,,,,true,,,,,,,,,,,,sidebar,,,impression
,ajs-next-1773770622866-b7755848-6450-48bf-979f-c505d5d7db94,2026-03-17 18:03:42.866000+00:00,55e1edcc-04f0-470f-b06a-28966ac18ebc,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,search,search,,,,,,page
,ajs-next-1773770630364-979fc505-d5d7-4b94-b1da-9a2d07f38c83,2026-03-17 18:03:50.364000+00:00,55e1edcc-04f0-470f-b06a-28966ac18ebc,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,,,,,,,,search,button_click
,ajs-next-1773770650800-c85842d3-d285-4a9f-8e80-0d4d9ab23ef9,2026-03-17 18:04:10.800000+00:00,55e1edcc-04f0-470f-b06a-28966ac18ebc,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Attorney&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Attorney&category=Other,,,,,,,,,,,,,,,,,,,search,button_click
,ajs-next-1773770664175-8a9f4e80-0d4d-4ab2-bef9-9ef1b8467758,2026-03-17 18:04:24.175000+00:00,55e1edcc-04f0-470f-b06a-28966ac18ebc,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Attorney&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Attorney&category=Other,,,,,,,Other,,,,,,,,,Kranz,main_search,,,search
,ajs-next-1773770634746-ec169d4c-d92d-4537-92de-6a70ec034072,2026-03-17 18:03:54.746000+00:00,55e1edcc-04f0-470f-b06a-28966ac18ebc,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Lawyer&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Lawyer&category=Other,,,,,,,Other,,,,,,,,,Lawyer,main_search,,,search
,ajs-next-1773770623169-58486450-68bf-479f-8505-d5d7db94f1da,2026-03-17 18:03:43.169000+00:00,55e1edcc-04f0-470f-b06a-28966ac18ebc,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,true,,,,,,,,,,,,sidebar,,,impression
,ajs-next-1773770632511-b301ea98-c430-4792-ac16-9d4cd92d5537,2026-03-17 18:03:52.511000+00:00,55e1edcc-04f0-470f-b06a-28966ac18ebc,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Lawyer&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Lawyer&category=Other,,,,,,,Other,,,,,,,,,Lawyer,main_search,,,search
,ajs-next-1773770650395-40725418-c858-42d3-9285-8a9f4e800d4d,2026-03-17 18:04:10.395000+00:00,55e1edcc-04f0-470f-b06a-28966ac18ebc,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Attorney&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Attorney&category=Other,,,,1750436264420x989591292213482400,true,,,,,,,,,,,,main_list,,,impression
,ajs-next-1773770633874-5b7dd395-cab3-444f-b5e1-1e2cba247f8c,2026-03-17 18:03:53.874000+00:00,0d1e4c1b-83a1-4da0-899e-37f097f91e03,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/411.0.879111500 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,"1753374338412x209529915103450200, 1744579851707x640487742075829500, 1750436264420x989591292213482400, 1770943484557x164806709481949200, 1771436045389x658317953644361100, 1743549178851x847080663521240200, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1753982403438x535213824960417500",true,,,,,,,,,,,,,,,impression
,ajs-next-1773770665102-9ab23ef9-9ef1-4846-b758-d0fbbccbfd44,2026-03-17 18:04:25.102000+00:00,55e1edcc-04f0-470f-b06a-28966ac18ebc,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Kranz&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Kranz&category=Other,,,,1750436264420x989591292213482400,true,,,,,,,,,,,,main_list,,,impression
,ajs-next-1773770631041-db94f1da-9a2d-47f3-8c83-9b01b301ea98,2026-03-17 18:03:51.041000+00:00,55e1edcc-04f0-470f-b06a-28966ac18ebc,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Lawyer&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Lawyer&category=Other,,,,,,,,,,,,,,,,,,,search,button_click
,ajs-next-1773770632204-9b01b301-ea98-4430-b792-ec169d4cd92d,2026-03-17 18:03:52.204000+00:00,55e1edcc-04f0-470f-b06a-28966ac18ebc,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Lawyer&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Lawyer&category=Other,,,,,,,,,,,,,,,,,,,search,button_click
,ajs-next-1773770650702-5418c858-42d3-4285-8a9f-4e800d4d9ab2,2026-03-17 18:04:10.702000+00:00,55e1edcc-04f0-470f-b06a-28966ac18ebc,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Attorney&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Attorney&category=Other,,,,"1744282156200x727555159743162000, 1744260813114x505427712482621440, 1750423781412x480534435350699700, 1753465897836x101289632151690960, 1768427614253x929508274229176300",false,,,,,,,,,,,,,,,impression
