userId,originalTimestamp,anonymousId,messageId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,business_id,sponsored_listing,category,name,path,referrer,search,title,url,category_properties,name_properties,location,button_name,city,search_text,parish,traits,event_type
,2025-10-16 01:40:20.172000+00:00,88421e3f-7ac6-47d2-b274-aa5662c52c0b,ajs-next-1760578820172-ca040da1-9498-46af-9d85-0562b340122b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=electric&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=electric&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,false,,,,,,,,,,,,,,,,impression
,2025-10-16 01:40:19.250000+00:00,88421e3f-7ac6-47d2-b274-aa5662c52c0b,ajs-next-1760578819250-b02f00c9-e4e8-4a04-8da1-9498a6afdd85,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=electric&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=electric&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=electric&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=electric&category=Home%20Services,search,search,,,,,,,page
,2025-10-16 01:40:19.868000+00:00,88421e3f-7ac6-47d2-b274-aa5662c52c0b,ajs-next-1760578819868-e4e8ca04-0da1-4498-a6af-dd850562b340,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=electric&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=electric&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,1744335958024x226211831616957250,true,,,,,,,,,,main_list,,,,,,impression
,2025-10-16 01:40:19.556000+00:00,88421e3f-7ac6-47d2-b274-aa5662c52c0b,ajs-next-1760578819556-00c9e4e8-ca04-4da1-9498-a6afdd850562,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=electric&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=electric&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,true,,,,,,,,,,sidebar,,,,,,impression
,2025-10-16 01:40:46.578000+00:00,88421e3f-7ac6-47d2-b274-aa5662c52c0b,ajs-next-1760578846578-a6afdd85-0562-4340-922b-20226eebeb48,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=electric&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=electric&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,,,,,,,,search,,,,,button_click
,2025-10-16 01:39:57.069000+00:00,88421e3f-7ac6-47d2-b274-aa5662c52c0b,ajs-next-1760578797069-1e3f7ac6-f7d2-4274-aa56-62c52c0b7717,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,"1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200",true,,,,,,,,,,,,,,,,impression
,2025-10-16 01:40:40.406000+00:00,88421e3f-7ac6-47d2-b274-aa5662c52c0b,ajs-next-1760578840406-9498a6af-dd85-4562-b340-122b20226eeb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=electric&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=electric&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,Home Services,,,,,,,,,main_search,,,electric,St. Francis of Assisi - Castle Rock,,search
,2025-10-16 01:40:40.097000+00:00,88421e3f-7ac6-47d2-b274-aa5662c52c0b,ajs-next-1760578840097-0da19498-a6af-4d85-8562-b340122b2022,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=electric&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=electric&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,,,,,,,,search,,,,,button_click
,2025-10-16 01:40:46.894000+00:00,88421e3f-7ac6-47d2-b274-aa5662c52c0b,ajs-next-1760578846894-dd850562-b340-422b-a022-6eebeb481f5d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=electric&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=electric&category=Home%20Services,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,Home Services,,,,,,,,,main_search,,,electric,St. Francis of Assisi - Castle Rock,,search
,2025-10-16 01:39:57.074000+00:00,88421e3f-7ac6-47d2-b274-aa5662c52c0b,ajs-next-1760578797074-7ac6f7d2-b274-4a56-a2c5-2c0b77175c28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,"1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200",true,,,,,,,,,,,,,,,,impression
,2025-10-16 01:40:17.426000+00:00,88421e3f-7ac6-47d2-b274-aa5662c52c0b,ajs-next-1760578817426-b274aa56-62c5-4c0b-b717-5c28a035aefa,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,Home Services,,,,,,,,,,,,electric,,,search
,2025-10-16 01:40:17.106000+00:00,88421e3f-7ac6-47d2-b274-aa5662c52c0b,ajs-next-1760578817106-f7d2b274-aa56-42c5-ac0b-77175c28a035,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,,,,,,,,,,search,,,,,button_click
,2025-10-16 01:39:56.349000+00:00,88421e3f-7ac6-47d2-b274-aa5662c52c0b,ajs-next-1760578796349-3188421e-3f7a-46f7-92b2-74aa5662c52c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,page
,2025-10-16 02:36:18.969000+00:00,e7c01e52-6e50-4834-90bb-2e6170af0d52,ajs-next-1760582178969-d8fa04aa-e526-4dfd-8efc-c8fa95ad5200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/business_profile/my-fathers-house-inc-1750784475796x702583457937545900,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/my-fathers-house-inc-1750784475796x702583457937545900,,,,1750784475796x702583457937545900,,profile,business_profile,/business_profile/my-fathers-house-inc-1750784475796x702583457937545900,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/my-fathers-house-inc-1750784475796x702583457937545900,profile,business_profile,,,,,,,page
,2025-10-16 04:21:19.343000+00:00,1914e9e1-bdd7-4078-9e58-07d550d78764,ajs-next-1760588479343-cf9765e6-0e09-41f0-9401-e0b044096c34,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,https://duckduckgo.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,"1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1744335958024x226211831616957250",true,,,,,,,,,,,,,,,,impression
,2025-10-16 04:20:30.337000+00:00,1914e9e1-bdd7-4078-9e58-07d550d78764,ajs-next-1760588430337-611914e9-e1bd-47b0-b8de-5807d550d787,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,https://duckduckgo.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,index,index,/,https://duckduckgo.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,page
,2025-10-16 04:20:54.886000+00:00,1914e9e1-bdd7-4078-9e58-07d550d78764,ajs-next-1760588454886-3e8ad84e-4b61-47ea-afb1-70668acdd007,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,,,,1752717497153x537286585580736960,true,,,,,,,,,,main_list,,,,,,impression
,2025-10-16 04:20:55.194000+00:00,1914e9e1-bdd7-4078-9e58-07d550d78764,ajs-next-1760588455194-d84e4b61-e7ea-4fb1-b066-8acdd007feb1,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,,,,"1754084205128x675147807630683600, 1744397288473x909294892772270800, 1743547361284x291138005899707260, 1757437593796x460281345015416640, 1743547621069x279645472884266780, 1753374338412x209529915103450200, 1744643921578x315333816253624100, 1752717497153x537286585580736960, 1754081360962x724252535884739300, 1757438153395x416809556103947500",false,,,,,,,,,,,,,,,,impression
,2025-10-16 04:21:18.852000+00:00,1914e9e1-bdd7-4078-9e58-07d550d78764,ajs-next-1760588478852-1789cf97-65e6-4e09-a1f0-5401e0b04409,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,https://duckduckgo.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,index,index,/,https://duckduckgo.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,page
,2025-10-16 04:20:30.737000+00:00,1914e9e1-bdd7-4078-9e58-07d550d78764,ajs-next-1760588430737-e9e1bdd7-b078-4e58-87d5-50d787649e28,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,https://duckduckgo.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,"1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200",true,,,,,,,,,,,,,,,,impression
,2025-10-16 04:20:54.580000+00:00,1914e9e1-bdd7-4078-9e58-07d550d78764,ajs-next-1760588454580-fd723e8a-d84e-4b61-a7ea-2fb170668acd,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,,,,,true,,,,,,,,,,sidebar,,,,,,impression
